Machine Name ,Perkin-Elmer Spectrum 100,,P35,,,P40,,,P45,
,Attenuated total reflectance mode in the region of 4000?650 cm?1. 16 scans were done with a resolution of 4 cm?1,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance 
,,,1354,88.62,,1354,137.43,,1354,192.24
,,,1353,88.77,,1353,137.61,,1353,192.45
,,,1352,88.89,,1352,137.74,,1352,192.61
,,,1351,88.96,,1351,137.82,,1351,192.7
,,,1350,88.97,,1350,137.83,,1350,192.71
,,,1349,88.91,,1349,137.77,,1349,192.62
,,,1348,88.77,,1348,137.63,,1348,192.42
,,,1347,88.55,,1347,137.41,,1347,192.14
,,,1346,88.27,,1346,137.13,,1346,191.78
,,,1345,87.96,,1345,136.8,,1345,191.37
,,,1344,87.63,,1344,136.46,,1344,190.95
,,,1343,87.34,,1343,136.15,,1343,190.57
,,,1342,87.11,,1342,135.88,,1342,190.25
,,,1341,86.95,,1341,135.67,,1341,190
,,,1340,86.83,,1340,135.52,,1340,189.8
,,,1339,86.74,,1339,135.42,,1339,189.65
,,,1338,86.68,,1338,135.37,,1338,189.54
,,,1337,86.64,,1337,135.36,,1337,189.48
,,,1336,86.61,,1336,135.36,,1336,189.45
,,,1335,86.62,,1335,135.36,,1335,189.46
,,,1334,86.66,,1334,135.39,,1334,189.5
,,,1333,86.72,,1333,135.44,,1333,189.58
,,,1332,86.8,,1332,135.51,,1332,189.66
,,,1331,86.88,,1331,135.59,,1331,189.75
,,,1330,86.97,,1330,135.68,,1330,189.85
,,,1329,87.07,,1329,135.77,,1329,189.96
,,,1328,87.18,,1328,135.87,,1328,190.08
,,,1327,87.28,,1327,135.98,,1327,190.2
,,,1326,87.37,,1326,136.09,,1326,190.33
,,,1325,87.46,,1325,136.19,,1325,190.46
,,,1324,87.52,,1324,136.27,,1324,190.55
,,,1323,87.54,,1323,136.3,,1323,190.58
,,,1322,87.49,,1322,136.27,,1322,190.53
,,,1321,87.35,,1321,136.14,,1321,190.36
,,,1320,87.1,,1320,135.9,,1320,190.04
,,,1319,86.71,,1319,135.51,,1319,189.53
,,,1318,86.15,,1318,134.97,,1318,188.82
,,,1317,85.45,,1317,134.29,,1317,187.93
,,,1316,84.62,,1316,133.47,,1316,186.86
,,,1315,83.67,,1315,132.51,,1315,185.63
,,,1314,82.61,,1314,131.43,,1314,184.26
,,,1313,81.48,,1313,130.28,,1313,182.81
,,,1312,80.34,,1312,129.11,,1312,181.35
,,,1311,79.27,,1311,128,,1311,179.99
,,,1310,78.32,,1310,127.01,,1310,178.79
,,,1309,77.53,,1309,126.17,,1309,177.79
,,,1308,76.92,,1308,125.51,,1308,177.02
,,,1307,76.55,,1307,125.09,,1307,176.53
,,,1306,76.43,,1306,124.95,,1306,176.36
,,,1305,76.58,,1305,125.07,,1305,176.5
,,,1304,76.97,,1304,125.45,,1304,176.93
,,,1303,77.59,,1303,126.07,,1303,177.62
,,,1302,78.4,,1302,126.89,,1302,178.53
,,,1301,79.33,,1301,127.85,,1301,179.59
,,,1300,80.33,,1300,128.88,,1300,180.72
,,,1299,81.31,,1299,129.91,,1299,181.86
,,,1298,82.23,,1298,130.88,,1298,182.93
,,,1297,83.04,,1297,131.74,,1297,183.89
,,,1296,83.71,,1296,132.47,,1296,184.7
,,,1295,84.25,,1295,133.06,,1295,185.37
,,,1294,84.67,,1294,133.54,,1294,185.92
,,,1293,85,,1293,133.91,,1293,186.35
,,,1292,85.25,,1292,134.2,,1292,186.69
,,,1291,85.42,,1291,134.41,,1291,186.93
,,,1290,85.53,,1290,134.55,,1290,187.09
,,,1289,85.57,,1289,134.61,,1289,187.17
,,,1288,85.54,,1288,134.6,,1288,187.15
,,,1287,85.44,,1287,134.52,,1287,187.04
,,,1286,85.29,,1286,134.38,,1286,186.88
,,,1285,85.1,,1285,134.21,,1285,186.67
,,,1284,84.89,,1284,134.01,,1284,186.44
,,,1283,84.67,,1283,133.8,,1283,186.19
,,,1282,84.46,,1282,133.59,,1282,185.95
,,,1281,84.26,,1281,133.39,,1281,185.72
,,,1280,84.07,,1280,133.21,,1280,185.5
,,,1279,83.9,,1279,133.04,,1279,185.3
,,,1278,83.75,,1278,132.88,,1278,185.12
,,,1277,83.61,,1277,132.75,,1277,184.96
,,,1276,83.49,,1276,132.62,,1276,184.83
,,,1275,83.38,,1275,132.52,,1275,184.73
,,,1274,83.3,,1274,132.44,,1274,184.67
,,,1273,83.22,,1273,132.38,,1273,184.61
,,,1272,83.14,,1272,132.31,,1272,184.56
,,,1271,83.04,,1271,132.21,,1271,184.47
,,,1270,82.89,,1270,132.07,,1270,184.31
,,,1269,82.65,,1269,131.83,,1269,184.05
,,,1268,82.28,,1268,131.46,,1268,183.63
,,,1267,81.78,,1267,130.94,,1267,183.03
,,,1266,81.14,,1266,130.26,,1266,182.25
,,,1265,80.37,,1265,129.43,,1265,181.28
,,,1264,79.49,,1264,128.46,,1264,180.15
,,,1263,78.53,,1263,127.38,,1263,178.89
,,,1262,77.5,,1262,126.23,,1262,177.54
,,,1261,76.44,,1261,125.02,,1261,176.15
,,,1260,75.37,,1260,123.81,,1260,174.74
,,,1259,74.35,,1259,122.66,,1259,173.4
,,,1258,73.41,,1258,121.61,,1258,172.18
,,,1257,72.58,,1257,120.65,,1257,171.08
,,,1256,71.82,,1256,119.79,,1256,170.09
,,,1255,71.14,,1255,119.02,,1255,169.2
,,,1254,70.53,,1254,118.32,,1254,168.41
,,,1253,69.94,,1253,117.67,,1253,167.67
,,,1252,69.37,,1252,117.05,,1252,166.96
,,,1251,68.82,,1251,116.45,,1251,166.28
,,,1250,68.29,,1250,115.88,,1250,165.62
,,,1249,67.76,,1249,115.32,,1249,164.97
,,,1248,67.24,,1248,114.74,,1248,164.33
,,,1247,66.72,,1247,114.19,,1247,163.71
,,,1246,66.24,,1246,113.66,,1246,163.14
,,,1245,65.78,,1245,113.16,,1245,162.62
,,,1244,65.35,,1244,112.7,,1244,162.13
,,,1243,64.98,,1243,112.29,,1243,161.71
,,,1242,64.68,,1242,111.96,,1242,161.38
,,,1241,64.44,,1241,111.7,,1241,161.12
,,,1240,64.27,,1240,111.5,,1240,160.93
,,,1239,64.16,,1239,111.38,,1239,160.82
,,,1238,64.13,,1238,111.36,,1238,160.82
,,,1237,64.19,,1237,111.44,,1237,160.9
,,,1236,64.32,,1236,111.59,,1236,161.06
,,,1235,64.54,,1235,111.84,,1235,161.32
,,,1234,64.85,,1234,112.19,,1234,161.68
,,,1233,65.23,,1233,112.61,,1233,162.12
,,,1232,65.67,,1232,113.1,,1232,162.62
,,,1231,66.17,,1231,113.65,,1231,163.18
,,,1230,66.72,,1230,114.26,,1230,163.8
,,,1229,67.28,,1229,114.88,,1229,164.44
,,,1228,67.85,,1228,115.49,,1228,165.07
,,,1227,68.4,,1227,116.09,,1227,165.67
,,,1226,68.94,,1226,116.66,,1226,166.24
,,,1225,69.44,,1225,117.18,,1225,166.76
,,,1224,69.89,,1224,117.65,,1224,167.21
,,,1223,70.31,,1223,118.09,,1223,167.64
,,,1222,70.74,,1222,118.54,,1222,168.09
,,,1221,71.19,,1221,119.02,,1221,168.58
,,,1220,71.7,,1220,119.57,,1220,169.18
,,,1219,72.3,,1219,120.22,,1219,169.92
,,,1218,73.02,,1218,121.01,,1218,170.82
,,,1217,73.86,,1217,121.93,,1217,171.89
,,,1216,74.82,,1216,122.96,,1216,173.1
,,,1215,75.87,,1215,124.09,,1215,174.43
,,,1214,76.98,,1214,125.27,,1214,175.82
,,,1213,78.12,,1213,126.47,,1213,177.22
,,,1212,79.21,,1212,127.61,,1212,178.53
,,,1211,80.2,,1211,128.64,,1211,179.69
,,,1210,81.05,,1210,129.51,,1210,180.65
,,,1209,81.72,,1209,130.18,,1209,181.37
,,,1208,82.2,,1208,130.65,,1208,181.85
,,,1207,82.49,,1207,130.92,,1207,182.1
,,,1206,82.6,,1206,131.01,,1206,182.15
,,,1205,82.57,,1205,130.98,,1205,182.06
,,,1204,82.47,,1204,130.86,,1204,181.87
,,,1203,82.34,,1203,130.72,,1203,181.67
,,,1202,82.24,,1202,130.61,,1202,181.51
,,,1201,82.21,,1201,130.57,,1201,181.43
,,,1200,82.27,,1200,130.63,,1200,181.46
,,,1199,82.44,,1199,130.8,,1199,181.61
,,,1198,82.72,,1198,131.09,,1198,181.91
,,,1197,83.11,,1197,131.5,,1197,182.35
,,,1196,83.6,,1196,132.01,,1196,182.91
,,,1195,84.16,,1195,132.6,,1195,183.58
,,,1194,84.78,,1194,133.26,,1194,184.35
,,,1193,85.42,,1193,133.95,,1193,185.17
,,,1192,86.07,,1192,134.66,,1192,186.02
,,,1191,86.71,,1191,135.34,,1191,186.87
,,,1190,87.32,,1190,136.01,,1190,187.72
,,,1189,87.9,,1189,136.65,,1189,188.55
,,,1188,88.44,,1188,137.24,,1188,189.34
,,,1187,88.93,,1187,137.78,,1187,190.07
,,,1186,89.36,,1186,138.26,,1186,190.73
,,,1185,89.75,,1185,138.69,,1185,191.33
,,,1184,90.09,,1184,139.08,,1184,191.87
,,,1183,90.4,,1183,139.43,,1183,192.35
,,,1182,90.68,,1182,139.73,,1182,192.8
,,,1181,90.93,,1181,140.01,,1181,193.21
,,,1180,91.17,,1180,140.26,,1180,193.59
,,,1179,91.38,,1179,140.49,,1179,193.94
,,,1178,91.58,,1178,140.69,,1178,194.25
,,,1177,91.74,,1177,140.87,,1177,194.52
,,,1176,91.88,,1176,141.01,,1176,194.76
,,,1175,91.98,,1175,141.13,,1175,194.97
,,,1174,92.05,,1174,141.22,,1174,195.14
,,,1173,92.11,,1173,141.28,,1173,195.28
,,,1172,92.14,,1172,141.31,,1172,195.37
,,,1171,92.12,,1171,141.3,,1171,195.41
,,,1170,92.06,,1170,141.23,,1170,195.39
,,,1169,91.97,,1169,141.13,,1169,195.32
,,,1168,91.84,,1168,140.97,,1168,195.19
,,,1167,91.66,,1167,140.77,,1167,195
,,,1166,91.42,,1166,140.52,,1166,194.73
,,,1165,91.13,,1165,140.21,,1165,194.39
,,,1164,90.79,,1164,139.84,,1164,193.97
,,,1163,90.39,,1163,139.41,,1163,193.47
,,,1162,89.93,,1162,138.92,,1162,192.89
,,,1161,89.43,,1161,138.37,,1161,192.24
,,,1160,88.88,,1160,137.78,,1160,191.51
,,,1159,88.3,,1159,137.16,,1159,190.74
,,,1158,87.73,,1158,136.54,,1158,189.94
,,,1157,87.18,,1157,135.94,,1157,189.17
,,,1156,86.68,,1156,135.39,,1156,188.46
,,,1155,86.26,,1155,134.94,,1155,187.86
,,,1154,85.94,,1154,134.59,,1154,187.38
,,,1153,85.73,,1153,134.38,,1153,187.05
,,,1152,85.6,,1152,134.26,,1152,186.83
,,,1151,85.53,,1151,134.21,,1151,186.69
,,,1150,85.47,,1150,134.17,,1150,186.58
,,,1149,85.39,,1149,134.11,,1149,186.46
,,,1148,85.27,,1148,134,,1148,186.29
,,,1147,85.1,,1147,133.84,,1147,186.07
,,,1146,84.88,,1146,133.62,,1146,185.79
,,,1145,84.62,,1145,133.35,,1145,185.44
,,,1144,84.33,,1144,133.05,,1144,185.05
,,,1143,84.03,,1143,132.73,,1143,184.63
,,,1142,83.75,,1142,132.43,,1142,184.23
,,,1141,83.49,,1141,132.14,,1141,183.84
,,,1140,83.26,,1140,131.87,,1140,183.49
,,,1139,83.05,,1139,131.64,,1139,183.16
,,,1138,82.87,,1138,131.43,,1138,182.89
,,,1137,82.71,,1137,131.27,,1137,182.66
,,,1136,82.59,,1136,131.13,,1136,182.48
,,,1135,82.5,,1135,131.05,,1135,182.36
,,,1134,82.48,,1134,131.02,,1134,182.31
,,,1133,82.52,,1133,131.05,,1133,182.33
,,,1132,82.6,,1132,131.13,,1132,182.42
,,,1131,82.73,,1131,131.24,,1131,182.56
,,,1130,82.87,,1130,131.39,,1130,182.76
,,,1129,83.03,,1129,131.55,,1129,182.98
,,,1128,83.19,,1128,131.73,,1128,183.21
,,,1127,83.36,,1127,131.91,,1127,183.45
,,,1126,83.53,,1126,132.11,,1126,183.7
,,,1125,83.7,,1125,132.3,,1125,183.95
,,,1124,83.86,,1124,132.49,,1124,184.19
,,,1123,84.01,,1123,132.67,,1123,184.43
,,,1122,84.16,,1122,132.85,,1122,184.66
,,,1121,84.3,,1121,133,,1121,184.89
,,,1120,84.44,,1120,133.14,,1120,185.11
,,,1119,84.57,,1119,133.27,,1119,185.33
,,,1118,84.71,,1118,133.41,,1118,185.57
,,,1117,84.9,,1117,133.6,,1117,185.84
,,,1116,85.13,,1116,133.82,,1116,186.17
,,,1115,85.4,,1115,134.08,,1115,186.54
,,,1114,85.7,,1114,134.37,,1114,186.95
,,,1113,86.02,,1113,134.68,,1113,187.39
,,,1112,86.34,,1112,134.98,,1112,187.81
,,,1111,86.63,,1111,135.26,,1111,188.2
,,,1110,86.88,,1110,135.48,,1110,188.54
,,,1109,87.09,,1109,135.65,,1109,188.81
,,,1108,87.27,,1108,135.79,,1108,189.03
,,,1107,87.42,,1107,135.89,,1107,189.2
,,,1106,87.55,,1106,135.95,,1106,189.32
,,,1105,87.67,,1105,135.99,,1105,189.41
,,,1104,87.78,,1104,135.99,,1104,189.47
,,,1103,87.89,,1103,135.98,,1103,189.51
,,,1102,88.01,,1102,135.96,,1102,189.53
,,,1101,88.15,,1101,135.95,,1101,189.57
,,,1100,88.31,,1100,135.96,,1100,189.64
,,,1099,88.51,,1099,135.99,,1099,189.73
,,,1098,88.73,,1098,136.04,,1098,189.86
,,,1097,88.96,,1097,136.11,,1097,190.02
,,,1096,89.18,,1096,136.19,,1096,190.2
,,,1095,89.39,,1095,136.27,,1095,190.4
,,,1094,89.57,,1094,136.38,,1094,190.63
,,,1093,89.74,,1093,136.5,,1093,190.86
,,,1092,89.88,,1092,136.65,,1092,191.1
,,,1091,89.98,,1091,136.8,,1091,191.33
,,,1090,90.04,,1090,136.95,,1090,191.53
,,,1089,90.04,,1089,137.08,,1089,191.68
,,,1088,89.98,,1088,137.18,,1088,191.78
,,,1087,89.86,,1087,137.24,,1087,191.82
,,,1086,89.68,,1086,137.25,,1086,191.78
,,,1085,89.48,,1085,137.21,,1085,191.66
,,,1084,89.24,,1084,137.12,,1084,191.47
,,,1083,88.96,,1083,136.98,,1083,191.2
,,,1082,88.64,,1082,136.79,,1082,190.86
,,,1081,88.28,,1081,136.56,,1081,190.45
,,,1080,87.88,,1080,136.28,,1080,189.99
,,,1079,87.46,,1079,135.94,,1079,189.46
,,,1078,87.01,,1078,135.55,,1078,188.88
,,,1077,86.53,,1077,135.11,,1077,188.25
,,,1076,86.02,,1076,134.62,,1076,187.56
,,,1075,85.5,,1075,134.1,,1075,186.85
,,,1074,84.97,,1074,133.57,,1074,186.11
,,,1073,84.46,,1073,133.03,,1073,185.38
,,,1072,83.96,,1072,132.5,,1072,184.65
,,,1071,83.5,,1071,131.98,,1071,183.96
,,,1070,83.1,,1070,131.52,,1070,183.36
,,,1069,82.79,,1069,131.15,,1069,182.89
,,,1068,82.59,,1068,130.89,,1068,182.55
,,,1067,82.48,,1067,130.73,,1067,182.34
,,,1066,82.45,,1066,130.66,,1066,182.23
,,,1065,82.46,,1065,130.63,,1065,182.17
,,,1064,82.46,,1064,130.59,,1064,182.11
,,,1063,82.42,,1063,130.53,,1063,182.03
,,,1062,82.34,,1062,130.45,,1062,181.92
,,,1061,82.22,,1061,130.34,,1061,181.79
,,,1060,82.05,,1060,130.21,,1060,181.64
,,,1059,81.86,,1059,130.07,,1059,181.47
,,,1058,81.65,,1058,129.91,,1058,181.3
,,,1057,81.42,,1057,129.73,,1057,181.11
,,,1056,81.16,,1056,129.51,,1056,180.9
,,,1055,80.86,,1055,129.23,,1055,180.64
,,,1054,80.51,,1054,128.92,,1054,180.34
,,,1053,80.14,,1053,128.58,,1053,180.01
,,,1052,79.77,,1052,128.24,,1052,179.69
,,,1051,79.43,,1051,127.92,,1051,179.39
,,,1050,79.13,,1050,127.64,,1050,179.16
,,,1049,78.9,,1049,127.42,,1049,178.98
,,,1048,78.74,,1048,127.27,,1048,178.87
,,,1047,78.66,,1047,127.21,,1047,178.85
,,,1046,78.65,,1046,127.24,,1046,178.93
,,,1045,78.72,,1045,127.33,,1045,179.07
,,,1044,78.82,,1044,127.47,,1044,179.27
,,,1043,78.94,,1043,127.62,,1043,179.49
,,,1042,79.04,,1042,127.76,,1042,179.69
,,,1041,79.12,,1041,127.86,,1041,179.83
,,,1040,79.14,,1040,127.89,,1040,179.89
,,,1039,79.11,,1039,127.84,,1039,179.84
,,,1038,79.02,,1038,127.72,,1038,179.66
,,,1037,78.88,,1037,127.53,,1037,179.34
,,,1036,78.7,,1036,127.28,,1036,178.9
,,,1035,78.5,,1035,127.01,,1035,178.38
,,,1034,78.33,,1034,126.74,,1034,177.85
,,,1033,78.19,,1033,126.51,,1033,177.36
,,,1032,78.11,,1032,126.36,,1032,176.96
,,,1031,78.12,,1031,126.29,,1031,176.7
,,,1030,78.22,,1030,126.34,,1030,176.59
,,,1029,78.4,,1029,126.5,,1029,176.64
,,,1028,78.67,,1028,126.75,,1028,176.83
,,,1027,79,,1027,127.08,,1027,177.15
,,,1026,79.38,,1026,127.49,,1026,177.56
,,,1025,79.8,,1025,127.93,,1025,178.03
,,,1024,80.22,,1024,128.39,,1024,178.53
,,,1023,80.65,,1023,128.84,,1023,179.03
,,,1022,81.07,,1022,129.3,,1022,179.54
,,,1021,81.48,,1021,129.74,,1021,180.03
,,,1020,81.87,,1020,130.17,,1020,180.5
,,,1019,82.25,,1019,130.58,,1019,180.96
,,,1018,82.62,,1018,130.97,,1018,181.41
,,,1017,82.99,,1017,131.36,,1017,181.87
,,,1016,83.35,,1016,131.74,,1016,182.33
,,,1015,83.72,,1015,132.13,,1015,182.81
,,,1014,84.11,,1014,132.54,,1014,183.3
,,,1013,84.51,,1013,132.97,,1013,183.81
,,,1012,84.92,,1012,133.39,,1012,184.31
,,,1011,85.32,,1011,133.81,,1011,184.78
,,,1010,85.71,,1010,134.21,,1010,185.23
,,,1009,86.09,,1009,134.6,,1009,185.64
,,,1008,86.44,,1008,134.95,,1008,186
,,,1007,86.76,,1007,135.25,,1007,186.31
,,,1006,87.02,,1006,135.5,,1006,186.54
,,,1005,87.25,,1005,135.7,,1005,186.71
,,,1004,87.44,,1004,135.87,,1004,186.83
,,,1003,87.6,,1003,136.01,,1003,186.94
,,,1002,87.74,,1002,136.16,,1002,187.05
,,,1001,87.9,,1001,136.32,,1001,187.18
,,,1000,88.07,,1000,136.51,,1000,187.36
,,,999,88.27,,999,136.74,,999,187.59
,,,998,88.5,,998,137.01,,998,187.89
,,,997,88.75,,997,137.31,,997,188.26
,,,996,89.01,,996,137.63,,996,188.66
,,,995,89.28,,995,137.95,,995,189.1
,,,994,89.54,,994,138.26,,994,189.57
,,,993,89.81,,993,138.58,,993,190.06
,,,992,90.08,,992,138.9,,992,190.55
,,,991,90.33,,991,139.21,,991,191.02
,,,990,90.57,,990,139.51,,990,191.46
,,,989,90.8,,989,139.79,,989,191.88
,,,988,91.01,,988,140.04,,988,192.27
,,,987,91.2,,987,140.28,,987,192.61
,,,986,91.38,,986,140.48,,986,192.91
,,,985,91.53,,985,140.68,,985,193.19
,,,984,91.67,,984,140.85,,984,193.44
,,,983,91.79,,983,141,,983,193.69
,,,982,91.89,,982,141.13,,982,193.92
,,,981,91.97,,981,141.24,,981,194.12
,,,980,92.04,,980,141.33,,980,194.31
,,,979,92.09,,979,141.41,,979,194.46
,,,978,92.14,,978,141.47,,978,194.6
,,,977,92.17,,977,141.53,,977,194.72
,,,976,92.21,,976,141.58,,976,194.83
,,,975,92.25,,975,141.63,,975,194.92
,,,974,92.3,,974,141.69,,974,195
,,,973,92.36,,973,141.76,,973,195.08
,,,972,92.41,,972,141.82,,972,195.15
,,,971,92.46,,971,141.87,,971,195.21
,,,970,92.48,,970,141.9,,970,195.26
,,,969,92.51,,969,141.91,,969,195.3
,,,968,92.53,,968,141.94,,968,195.34
,,,967,92.56,,967,141.98,,967,195.38
,,,966,92.59,,966,142.03,,966,195.41
,,,965,92.62,,965,142.08,,965,195.45
,,,964,92.63,,964,142.11,,964,195.47
,,,963,92.63,,963,142.12,,963,195.47
,,,962,92.62,,962,142.1,,962,195.46
,,,961,92.6,,961,142.06,,961,195.42
,,,960,92.55,,960,142,,960,195.34
,,,959,92.47,,959,141.91,,959,195.24
,,,958,92.37,,958,141.81,,958,195.13
,,,957,92.27,,957,141.72,,957,195.01
,,,956,92.2,,956,141.65,,956,194.92
,,,955,92.17,,955,141.62,,955,194.87
,,,954,92.2,,954,141.65,,954,194.87
,,,953,92.29,,953,141.75,,953,194.96
,,,952,92.44,,952,141.9,,952,195.13
,,,951,92.65,,951,142.11,,951,195.37
,,,950,92.9,,950,142.36,,950,195.66
,,,949,93.15,,949,142.62,,949,195.97
,,,948,93.37,,948,142.85,,948,196.26
,,,947,93.56,,947,143.05,,947,196.52
,,,946,93.71,,946,143.22,,946,196.74
,,,945,93.85,,945,143.38,,945,196.93
,,,944,93.95,,944,143.5,,944,197.1
,,,943,94.03,,943,143.59,,943,197.22
,,,942,94.06,,942,143.64,,942,197.3
,,,941,94.08,,941,143.67,,941,197.35
,,,940,94.07,,940,143.68,,940,197.38
,,,939,94.04,,939,143.66,,939,197.39
,,,938,93.98,,938,143.62,,938,197.37
,,,937,93.93,,937,143.58,,937,197.35
,,,936,93.9,,936,143.56,,936,197.34
,,,935,93.91,,935,143.57,,935,197.38
,,,934,93.97,,934,143.64,,934,197.47
,,,933,94.06,,933,143.75,,933,197.61
,,,932,94.16,,932,143.86,,932,197.77
,,,931,94.26,,931,143.96,,931,197.93
,,,930,94.34,,930,144.05,,930,198.07
,,,929,94.43,,929,144.13,,929,198.21
,,,928,94.5,,928,144.21,,928,198.33
,,,927,94.55,,927,144.26,,927,198.41
,,,926,94.56,,926,144.28,,926,198.45
,,,925,94.56,,925,144.28,,925,198.47
,,,924,94.56,,924,144.29,,924,198.48
,,,923,94.56,,923,144.3,,923,198.49
,,,922,94.59,,922,144.33,,922,198.51
,,,921,94.62,,921,144.38,,921,198.55
,,,920,94.66,,920,144.42,,920,198.61
,,,919,94.7,,919,144.46,,919,198.66
,,,918,94.74,,918,144.49,,918,198.71
,,,917,94.78,,917,144.53,,917,198.77
,,,916,94.81,,916,144.56,,916,198.83
,,,915,94.84,,915,144.6,,915,198.88
,,,914,94.86,,914,144.63,,914,198.93
,,,913,94.89,,913,144.66,,913,198.96
,,,912,94.91,,912,144.67,,912,198.99
,,,911,94.9,,911,144.66,,911,198.98
,,,910,94.87,,910,144.63,,910,198.95
,,,909,94.83,,909,144.59,,909,198.89
,,,908,94.78,,908,144.55,,908,198.82
,,,907,94.72,,907,144.48,,907,198.73
,,,906,94.64,,906,144.39,,906,198.61
,,,905,94.55,,905,144.28,,905,198.47
,,,904,94.44,,904,144.15,,904,198.3
,,,903,94.32,,903,144.01,,903,198.12
,,,902,94.19,,902,143.87,,902,197.93
,,,901,94.06,,901,143.73,,901,197.73
,,,900,93.94,,900,143.6,,900,197.55
,,,899,93.82,,899,143.46,,899,197.37
,,,898,93.72,,898,143.34,,898,197.22
,,,897,93.63,,897,143.26,,897,197.12
,,,896,93.59,,896,143.22,,896,197.06
,,,895,93.59,,895,143.24,,895,197.06
,,,894,93.63,,894,143.3,,894,197.11
,,,893,93.71,,893,143.4,,893,197.23
,,,892,93.81,,892,143.51,,892,197.38
,,,891,93.92,,891,143.64,,891,197.56
,,,890,94.03,,890,143.77,,890,197.74
,,,889,94.16,,889,143.91,,889,197.93
,,,888,94.28,,888,144.03,,888,198.12
,,,887,94.36,,887,144.12,,887,198.28
,,,886,94.41,,886,144.14,,886,198.38
,,,885,94.42,,885,144.14,,885,198.44
,,,884,94.43,,884,144.12,,884,198.48
,,,883,94.45,,883,144.11,,883,198.5
,,,882,94.47,,882,144.09,,882,198.52
,,,881,94.46,,881,144.05,,881,198.52
,,,880,94.43,,880,143.97,,880,198.51
,,,879,94.39,,879,143.88,,879,198.49
,,,878,94.35,,878,143.77,,878,198.46
,,,877,94.29,,877,143.65,,877,198.41
,,,876,94.2,,876,143.5,,876,198.3
,,,875,94.07,,875,143.31,,875,198.14
,,,874,93.93,,874,143.13,,874,197.98
,,,873,93.84,,873,143.03,,873,197.83
,,,872,93.81,,872,143.03,,872,197.75
,,,871,93.84,,871,143.11,,871,197.7
,,,870,93.89,,870,143.23,,870,197.69
,,,869,93.95,,869,143.35,,869,197.69
,,,868,93.99,,868,143.44,,868,197.68
,,,867,94.01,,867,143.51,,867,197.69
,,,866,94.06,,866,143.58,,866,197.74
,,,865,94.17,,865,143.7,,865,197.85
,,,864,94.33,,864,143.88,,864,198.05
,,,863,94.53,,863,144.11,,863,198.32
,,,862,94.75,,862,144.38,,862,198.65
,,,861,94.98,,861,144.67,,861,199.01
,,,860,95.2,,860,144.94,,860,199.37
,,,859,95.4,,859,145.17,,859,199.68
,,,858,95.56,,858,145.36,,858,199.93
,,,857,95.7,,857,145.51,,857,200.14
,,,856,95.82,,856,145.64,,856,200.31
,,,855,95.9,,855,145.73,,855,200.45
,,,854,95.97,,854,145.79,,854,200.56
,,,853,96.03,,853,145.84,,853,200.65
,,,852,96.08,,852,145.89,,852,200.71
,,,851,96.13,,851,145.95,,851,200.76
,,,850,96.17,,850,146,,850,200.8
,,,849,96.19,,849,146.04,,849,200.83
,,,848,96.19,,848,146.06,,848,200.85
,,,847,96.18,,847,146.07,,847,200.86
,,,846,96.19,,846,146.08,,846,200.89
,,,845,96.23,,845,146.12,,845,200.93
,,,844,96.26,,844,146.17,,844,200.97
,,,843,96.29,,843,146.19,,843,200.99
,,,842,96.29,,842,146.19,,842,201
,,,841,96.28,,841,146.18,,841,201
,,,840,96.28,,840,146.17,,840,201
,,,839,96.27,,839,146.17,,839,200.99
,,,838,96.27,,838,146.15,,838,200.97
,,,837,96.26,,837,146.12,,837,200.94
,,,836,96.25,,836,146.09,,836,200.91
,,,835,96.23,,835,146.05,,835,200.87
,,,834,96.18,,834,146,,834,200.82
,,,833,96.14,,833,145.97,,833,200.76
,,,832,96.08,,832,145.92,,832,200.71
,,,831,96.02,,831,145.87,,831,200.64
,,,830,95.96,,830,145.81,,830,200.59
,,,829,95.93,,829,145.78,,829,200.55
,,,828,95.91,,828,145.77,,828,200.52
,,,827,95.88,,827,145.73,,827,200.48
,,,826,95.82,,826,145.67,,826,200.4
,,,825,95.73,,825,145.58,,825,200.29
,,,824,95.64,,824,145.5,,824,200.18
,,,823,95.54,,823,145.41,,823,200.06
,,,822,95.46,,822,145.33,,822,199.95
,,,821,95.41,,821,145.27,,821,199.87
,,,820,95.38,,820,145.24,,820,199.8
,,,819,95.35,,819,145.21,,819,199.75
,,,818,95.32,,818,145.18,,818,199.71
,,,817,95.28,,817,145.16,,817,199.69
,,,816,95.24,,816,145.15,,816,199.67
,,,815,95.2,,815,145.14,,815,199.67
,,,814,95.18,,814,145.14,,814,199.66
,,,813,95.16,,813,145.13,,813,199.66
,,,812,95.14,,812,145.11,,812,199.66
,,,811,95.09,,811,145.06,,811,199.64
,,,810,95.01,,810,144.99,,810,199.6
,,,809,94.93,,809,144.93,,809,199.55
,,,808,94.88,,808,144.89,,808,199.52
,,,807,94.83,,807,144.86,,807,199.49
,,,806,94.78,,806,144.8,,806,199.44
,,,805,94.72,,805,144.72,,805,199.37
,,,804,94.65,,804,144.62,,804,199.27
,,,803,94.57,,803,144.51,,803,199.17
,,,802,94.49,,802,144.42,,802,199.08
,,,801,94.43,,801,144.36,,801,198.99
,,,800,94.36,,800,144.3,,800,198.9
,,,799,94.25,,799,144.19,,799,198.76
,,,798,94.1,,798,144.03,,798,198.56
