Machine Name,Lloyd LRX ,,1,,,2,,,3,
,50 N load cell at RT with a crosshead speed of 100 mm min−1,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa,,Strain / %,Stress / MPa
,,,142.91,2.57,,152.51,3.16,,139.06,2.91
,,,143.22,2.57,,152.86,3.17,,139.36,2.91
,,,143.52,2.57,,153.21,3.17,,139.66,2.91
,,,143.83,2.57,,153.56,3.17,,139.96,2.91
,,,144.14,2.58,,153.91,3.17,,140.25,2.92
,,,144.44,2.58,,154.26,3.17,,140.55,2.92
,,,144.75,2.58,,154.61,3.17,,140.85,2.92
,,,145.05,2.58,,154.97,3.17,,141.14,2.92
,,,145.36,2.58,,155.32,3.17,,141.44,2.93
,,,145.66,2.59,,155.67,3.17,,141.74,2.93
,,,145.97,2.59,,156.02,3.17,,142.04,2.93
,,,146.27,2.59,,156.37,3.17,,142.33,2.93
,,,146.58,2.59,,156.72,3.17,,142.63,2.94
,,,146.89,2.59,,157.07,3.17,,142.93,2.94
,,,147.19,2.6,,157.42,3.17,,143.23,2.94
,,,147.5,2.6,,157.77,3.17,,143.52,2.94
,,,147.8,2.6,,158.12,3.17,,143.82,2.95
,,,148.11,2.6,,158.47,3.17,,144.12,2.95
,,,148.41,2.6,,158.82,3.17,,144.42,2.95
,,,148.72,2.61,,159.17,3.17,,144.71,2.96
,,,149.03,2.61,,159.52,3.17,,145.01,2.96
,,,149.33,2.61,,159.87,3.17,,145.31,2.96
,,,149.64,2.61,,160.23,3.17,,145.6,2.96
,,,149.94,2.62,,160.58,3.17,,145.9,2.97
,,,150.25,2.62,,160.93,3.17,,146.2,2.97
,,,150.55,2.62,,161.28,3.17,,146.5,2.97
,,,150.86,2.62,,161.63,3.17,,146.79,2.97
,,,151.17,2.62,,161.98,3.17,,147.09,2.98
,,,151.47,2.63,,162.33,3.17,,147.39,2.98
,,,151.78,2.63,,162.68,3.17,,147.69,2.98
,,,152.08,2.63,,163.03,3.17,,147.98,2.98
,,,152.39,2.63,,163.38,3.17,,148.28,2.99
,,,152.69,2.63,,163.73,3.17,,148.58,2.99
,,,153,2.64,,164.08,3.17,,148.88,2.99
,,,153.31,2.64,,164.43,3.17,,149.17,2.99
,,,153.61,2.64,,164.78,3.18,,149.47,3
,,,153.92,2.64,,165.13,3.18,,149.77,3
,,,154.22,2.64,,165.49,3.18,,150.06,3
,,,154.53,2.65,,165.84,3.18,,150.36,3
,,,154.83,2.65,,166.19,3.18,,150.66,3.01
,,,155.14,2.65,,166.54,3.18,,150.96,3.01
,,,155.45,2.65,,166.89,3.18,,151.25,3.01
,,,155.75,2.65,,167.24,3.18,,151.55,3.01
,,,156.06,2.66,,167.59,3.18,,151.85,3.02
,,,156.36,2.66,,167.94,3.18,,152.15,3.02
,,,156.67,2.66,,168.29,3.18,,152.44,3.02
,,,156.97,2.66,,168.64,3.18,,152.74,3.03
,,,157.28,2.66,,168.99,3.18,,153.04,3.03
,,,157.59,2.67,,169.34,3.18,,153.34,3.03
,,,157.89,2.67,,169.69,3.18,,153.63,3.03
,,,158.2,2.67,,170.04,3.18,,153.93,3.04
,,,158.5,2.67,,170.4,3.18,,154.23,3.04
,,,158.81,2.67,,170.75,3.18,,154.52,3.04
,,,159.11,2.68,,171.1,3.18,,154.82,3.04
,,,159.42,2.68,,171.45,3.18,,155.12,3.05
,,,159.72,2.68,,171.8,3.18,,155.42,3.05
,,,160.03,2.68,,172.15,3.18,,155.71,3.05
,,,160.34,2.68,,172.5,3.18,,156.01,3.05
,,,160.64,2.69,,172.85,3.18,,156.31,3.06
,,,160.95,2.69,,173.2,3.18,,156.61,3.06
,,,161.25,2.69,,173.55,3.18,,156.9,3.06
,,,161.56,2.69,,173.9,3.18,,157.2,3.06
,,,161.86,2.69,,174.25,3.18,,157.5,3.07
,,,162.17,2.7,,174.6,3.18,,157.79,3.07
,,,162.48,2.7,,174.95,3.18,,158.09,3.07
,,,162.78,2.7,,175.3,3.18,,158.39,3.07
,,,163.09,2.7,,175.65,3.18,,158.69,3.08
,,,163.39,2.7,,176.01,3.18,,158.98,3.08
,,,163.7,2.71,,176.36,3.18,,159.28,3.08
,,,164,2.71,,176.71,3.19,,159.58,3.08
,,,164.31,2.71,,177.06,3.19,,159.88,3.09
,,,164.62,2.71,,177.41,3.19,,160.17,3.09
,,,164.92,2.71,,177.76,3.19,,160.47,3.09
,,,165.23,2.72,,178.11,3.19,,160.77,3.1
,,,165.53,2.72,,178.46,3.19,,161.07,3.1
,,,165.84,2.72,,178.81,3.19,,161.36,3.1
,,,166.14,2.72,,179.16,3.19,,161.66,3.1
,,,166.45,2.72,,179.51,3.19,,161.96,3.11
,,,166.76,2.73,,179.86,3.19,,162.25,3.11
,,,167.06,2.73,,180.21,3.19,,162.55,3.11
,,,167.37,2.73,,180.56,3.19,,162.85,3.11
,,,167.67,2.73,,180.91,3.19,,163.15,3.12
,,,167.98,2.73,,181.26,3.19,,163.44,3.12
,,,168.28,2.74,,181.61,3.19,,163.74,3.12
,,,168.59,2.74,,181.96,3.19,,164.04,3.12
,,,168.9,2.74,,182.32,3.19,,164.34,3.13
,,,169.2,2.74,,182.67,3.19,,164.63,3.13
,,,169.51,2.74,,183.02,3.19,,164.93,3.13
,,,169.81,2.75,,183.37,3.19,,165.23,3.13
,,,170.12,2.75,,183.72,3.19,,165.53,3.14
,,,170.42,2.75,,184.07,3.19,,165.82,3.14
,,,170.73,2.75,,184.42,3.19,,166.12,3.14
,,,171.03,2.75,,184.77,3.19,,166.42,3.14
,,,171.34,2.76,,185.12,3.19,,166.71,3.15
,,,171.65,2.76,,185.47,3.19,,167.01,3.15
,,,171.95,2.76,,185.82,3.19,,167.31,3.15
,,,172.26,2.76,,186.17,3.19,,167.61,3.15
,,,172.56,2.76,,186.52,3.19,,167.9,3.16
,,,172.87,2.77,,186.87,3.19,,168.2,3.16
,,,173.17,2.77,,187.22,3.19,,168.5,3.16
,,,173.48,2.77,,187.57,3.19,,168.8,3.16
,,,173.79,2.77,,187.92,3.19,,169.09,3.17
,,,174.09,2.77,,188.28,3.19,,169.39,3.17
,,,174.4,2.78,,188.63,3.2,,169.69,3.17
,,,174.7,2.78,,188.98,3.2,,169.99,3.18
,,,175.01,2.78,,189.33,3.2,,170.28,3.18
,,,175.31,2.78,,189.68,3.2,,170.58,3.18
,,,175.62,2.78,,190.03,3.2,,170.88,3.18
,,,175.93,2.79,,190.38,3.2,,171.17,3.19
,,,176.23,2.79,,190.73,3.2,,171.47,3.19
,,,176.54,2.79,,191.08,3.2,,171.77,3.19
,,,176.84,2.79,,191.43,3.2,,172.07,3.19
,,,177.15,2.79,,191.78,3.2,,172.36,3.2
,,,177.45,2.8,,192.13,3.2,,172.66,3.2
,,,177.76,2.8,,192.48,3.2,,172.96,3.2
,,,178.07,2.8,,192.83,3.2,,173.26,3.2
,,,178.37,2.8,,193.18,3.2,,173.55,3.21
,,,178.68,2.8,,193.53,3.2,,173.85,3.21
,,,178.98,2.81,,193.88,3.2,,174.15,3.21
,,,179.29,2.81,,194.24,3.19,,174.45,3.21
,,,179.59,2.81,,194.59,3.19,,174.74,3.22
,,,179.9,2.81,,194.94,3.18,,175.04,3.22
,,,180.21,2.81,,195.29,3.18,,175.34,3.22
,,,180.51,2.82,,195.64,3.17,,175.63,3.22
,,,180.82,2.82,,195.99,3.16,,175.93,3.23
,,,181.12,2.82,,196.34,3.16,,176.23,3.23
,,,181.43,2.82,,196.69,3.15,,176.53,3.23
,,,181.73,2.82,,197.04,3.14,,176.82,3.23
,,,182.04,2.83,,197.39,3.14,,177.12,3.24
,,,182.35,2.83,,197.74,3.13,,177.42,3.24
,,,182.65,2.83,,198.09,3.13,,177.72,3.24
,,,182.96,2.83,,198.44,3.12,,178.01,3.25
,,,183.26,2.84,,198.79,3.11,,178.31,3.25
,,,183.57,2.84,,199.14,3.11,,178.61,3.25
,,,183.87,2.84,,199.49,3.11,,178.9,3.25
,,,184.18,2.84,,199.84,3.11,,179.2,3.26
,,,184.48,2.85,,200.19,3.11,,179.5,3.26
,,,184.79,2.85,,200.55,3.11,,179.8,3.26
,,,185.1,2.85,,200.9,3.11,,180.09,3.26
,,,185.4,2.85,,201.25,3.11,,180.39,3.27
,,,185.71,2.86,,201.6,3.11,,180.69,3.27
,,,186.01,2.86,,201.95,3.11,,180.99,3.27
,,,186.32,2.86,,202.3,3.11,,181.28,3.27
,,,186.62,2.86,,202.65,3.11,,181.58,3.28
,,,186.93,2.87,,203,3.11,,181.88,3.28
,,,187.24,2.87,,203.35,3.11,,182.18,3.28
,,,187.54,2.87,,203.7,3.11,,182.47,3.28
,,,187.85,2.87,,204.05,3.11,,182.77,3.29
,,,188.15,2.88,,204.4,3.11,,183.07,3.29
,,,188.46,2.88,,204.75,3.11,,183.36,3.29
,,,188.76,2.88,,205.1,3.11,,183.66,3.29
,,,189.07,2.88,,205.45,3.11,,183.96,3.3
,,,189.38,2.88,,205.8,3.11,,184.26,3.3
,,,189.68,2.89,,206.15,3.11,,184.55,3.3
,,,189.99,2.89,,206.51,3.11,,184.85,3.3
,,,190.29,2.89,,206.86,3.11,,185.15,3.31
,,,190.6,2.89,,207.21,3.11,,185.45,3.31
,,,190.9,2.9,,207.56,3.11,,185.74,3.31
,,,191.21,2.9,,207.91,3.11,,186.04,3.32
,,,191.52,2.9,,208.26,3.11,,186.34,3.32
,,,191.82,2.9,,208.61,3.12,,186.64,3.32
,,,192.13,2.91,,208.96,3.12,,186.93,3.32
,,,192.43,2.91,,209.31,3.12,,187.23,3.33
,,,192.74,2.91,,209.66,3.12,,187.53,3.33
,,,193.04,2.91,,210.01,3.12,,187.82,3.33
,,,193.35,2.92,,210.36,3.12,,188.12,3.33
,,,193.66,2.92,,210.71,3.12,,188.42,3.34
,,,193.96,2.92,,211.06,3.12,,188.72,3.34
,,,194.27,2.92,,211.41,3.12,,189.01,3.34
,,,194.57,2.93,,211.76,3.12,,189.31,3.34
,,,194.88,2.93,,212.11,3.12,,189.61,3.35
,,,195.18,2.93,,212.46,3.12,,189.91,3.35
,,,195.49,2.93,,212.82,3.12,,190.2,3.35
,,,195.79,2.94,,213.17,3.12,,190.5,3.35
,,,196.1,2.94,,213.52,3.12,,190.8,3.35
,,,196.41,2.94,,213.87,3.12,,191.1,3.36
,,,196.71,2.94,,214.22,3.12,,191.39,3.36
,,,197.02,2.95,,214.57,3.12,,191.69,3.36
,,,197.32,2.95,,214.92,3.12,,191.99,3.36
,,,197.63,2.95,,215.27,3.12,,192.28,3.36
,,,197.93,2.95,,215.62,3.12,,192.58,3.37
,,,198.24,2.96,,215.97,3.12,,192.88,3.37
,,,198.55,2.96,,216.32,3.12,,193.18,3.37
,,,198.85,2.96,,216.67,3.12,,193.47,3.37
,,,199.16,2.96,,217.02,3.12,,193.77,3.38
,,,199.46,2.97,,217.37,3.12,,194.07,3.38
,,,199.77,2.97,,217.72,3.12,,194.37,3.38
,,,200.07,2.97,,218.08,3.12,,194.66,3.38
,,,200.38,2.97,,218.43,3.12,,194.96,3.38
,,,200.69,2.98,,218.78,3.12,,195.26,3.39
,,,200.99,2.98,,219.13,3.12,,195.55,3.39
,,,201.3,2.98,,219.48,3.12,,195.85,3.39
,,,201.6,2.98,,219.83,3.12,,196.15,3.39
,,,201.91,2.99,,220.18,3.12,,196.45,3.4
,,,202.21,2.99,,220.53,3.12,,196.74,3.4
,,,202.52,2.99,,220.88,3.12,,197.04,3.4
,,,202.82,2.99,,221.23,3.12,,197.34,3.4
,,,203.13,3,,221.58,3.12,,197.63,3.4
,,,203.44,3,,221.93,3.12,,197.93,3.41
,,,203.74,3,,222.28,3.12,,198.23,3.41
,,,204.05,3,,222.63,3.12,,198.53,3.41
,,,204.35,3.01,,222.98,3.12,,198.82,3.41
,,,204.66,3.01,,223.34,3.12,,199.12,3.41
,,,204.96,3.01,,223.69,3.12,,199.42,3.42
,,,205.27,3.01,,224.04,3.12,,199.71,3.42
,,,205.57,3.02,,224.39,3.12,,200.01,3.42
,,,205.88,3.02,,224.74,3.12,,200.31,3.42
,,,206.18,3.02,,225.09,3.12,,200.61,3.43
,,,206.49,3.02,,225.44,3.12,,200.9,3.43
,,,206.8,3.03,,225.79,3.12,,201.2,3.43
,,,207.1,3.03,,226.14,3.12,,201.5,3.43
,,,207.41,3.03,,226.49,3.12,,201.79,3.43
,,,207.71,3.03,,226.84,3.12,,202.09,3.44
,,,208.02,3.03,,227.19,3.12,,202.39,3.44
,,,208.32,3.03,,227.54,3.12,,202.69,3.44
,,,208.63,3.03,,227.89,3.12,,202.98,3.44
,,,208.93,3.03,,228.24,3.12,,203.28,3.45
,,,209.24,3.03,,228.59,3.12,,203.58,3.45
,,,209.54,3.04,,228.95,3.12,,203.87,3.45
,,,209.85,3.04,,229.3,3.13,,204.17,3.45
,,,210.16,3.04,,229.65,3.13,,204.47,3.45
,,,210.46,3.04,,230,3.13,,204.77,3.46
,,,210.77,3.04,,230.35,3.13,,205.06,3.46
,,,211.07,3.04,,230.7,3.13,,205.36,3.46
,,,211.38,3.04,,231.05,3.13,,205.66,3.46
,,,211.68,3.04,,231.4,3.13,,205.95,3.46
,,,211.99,3.04,,231.75,3.13,,206.25,3.47
,,,212.29,3.04,,232.1,3.13,,206.55,3.47
,,,212.6,3.05,,232.45,3.13,,206.85,3.47
,,,212.9,3.05,,232.8,3.13,,207.14,3.47
,,,213.21,3.05,,233.15,3.13,,207.44,3.48
,,,213.52,3.05,,233.5,3.13,,207.74,3.48
,,,213.82,3.05,,233.85,3.13,,208.03,3.48
,,,214.13,3.05,,234.21,3.13,,208.33,3.48
,,,214.43,3.05,,234.56,3.13,,208.63,3.48
,,,214.74,3.05,,234.91,3.13,,208.93,3.49
,,,215.04,3.05,,235.26,3.13,,209.22,3.49
,,,215.35,3.06,,235.61,3.13,,209.52,3.49
,,,215.65,3.06,,235.96,3.13,,209.82,3.49
,,,215.96,3.06,,236.31,3.13,,210.11,3.5
,,,216.26,3.06,,236.66,3.13,,210.41,3.5
,,,216.57,3.06,,237.01,3.13,,210.71,3.5
,,,216.88,3.06,,237.36,3.13,,211.01,3.5
,,,217.18,3.06,,237.71,3.13,,211.3,3.5
,,,217.49,3.06,,238.06,3.13,,211.6,3.51
,,,217.79,3.06,,238.41,3.13,,211.9,3.51
,,,218.1,3.06,,238.76,3.13,,212.19,3.51
,,,218.4,3.07,,239.11,3.13,,212.49,3.51
,,,218.71,3.07,,239.47,3.13,,212.79,3.52
,,,219.01,3.07,,239.82,3.13,,213.09,3.52
,,,219.32,3.07,,240.17,3.13,,213.38,3.52
,,,219.62,3.07,,240.52,3.13,,213.68,3.52
,,,219.93,3.07,,240.87,3.13,,213.98,3.52
,,,220.24,3.07,,241.22,3.13,,214.27,3.53
,,,220.54,3.07,,241.57,3.13,,214.57,3.53
,,,220.85,3.07,,241.92,3.13,,214.87,3.53
,,,221.15,3.07,,242.27,3.13,,215.17,3.53
,,,221.46,3.08,,242.62,3.13,,215.46,3.53
,,,221.76,3.08,,242.97,3.13,,215.76,3.54
,,,222.07,3.08,,243.32,3.13,,216.06,3.54
,,,222.37,3.08,,243.67,3.13,,216.35,3.54
,,,222.68,3.08,,244.02,3.13,,216.65,3.54
,,,222.98,3.08,,244.37,3.13,,216.95,3.55
,,,223.29,3.08,,244.72,3.13,,217.25,3.55
,,,223.6,3.08,,245.08,3.13,,217.54,3.55
,,,223.9,3.08,,245.43,3.13,,217.84,3.55
,,,224.21,3.09,,245.78,3.13,,218.14,3.55
,,,224.51,3.09,,246.13,3.13,,218.43,3.56
,,,224.82,3.09,,246.48,3.13,,218.73,3.56
,,,225.12,3.09,,246.83,3.13,,219.03,3.56
,,,225.43,3.09,,247.18,3.13,,219.33,3.56
,,,225.73,3.09,,247.53,3.13,,219.62,3.57
,,,226.04,3.09,,247.88,3.13,,219.92,3.57
,,,226.35,3.09,,248.23,3.13,,220.22,3.57
,,,226.65,3.09,,248.58,3.13,,220.51,3.57
,,,226.96,3.09,,248.93,3.13,,220.81,3.57
,,,227.26,3.1,,249.28,3.13,,221.11,3.58
,,,227.57,3.1,,249.63,3.13,,221.41,3.58
,,,227.87,3.1,,249.98,3.14,,221.7,3.58
,,,228.18,3.1,,250.34,3.14,,222,3.58
,,,228.48,3.1,,250.69,3.14,,222.3,3.58
,,,228.79,3.1,,251.04,3.14,,222.59,3.59
,,,229.09,3.1,,251.39,3.14,,222.89,3.59
,,,229.4,3.1,,251.74,3.14,,223.19,3.59
,,,229.71,3.1,,252.09,3.14,,223.49,3.59
,,,230.01,3.1,,252.44,3.14,,223.78,3.6
,,,230.32,3.11,,252.79,3.14,,224.08,3.6
,,,230.62,3.11,,253.14,3.14,,224.38,3.6
,,,230.93,3.11,,253.49,3.14,,224.67,3.6
,,,231.23,3.11,,253.84,3.14,,224.97,3.6
,,,231.54,3.11,,254.19,3.14,,225.27,3.61
,,,231.84,3.11,,254.54,3.14,,225.56,3.61
,,,232.15,3.11,,254.89,3.14,,225.86,3.61
,,,232.45,3.11,,255.24,3.14,,226.16,3.61
,,,232.76,3.11,,255.6,3.14,,226.46,3.62
,,,233.07,3.12,,255.95,3.14,,226.75,3.62
,,,233.37,3.12,,256.3,3.14,,227.05,3.62
,,,233.68,3.12,,256.65,3.14,,227.35,3.62
,,,233.98,3.12,,257,3.14,,227.64,3.62
,,,234.29,3.12,,257.35,3.14,,227.94,3.63
,,,234.59,3.12,,257.7,3.14,,228.24,3.63
,,,234.9,3.12,,258.05,3.14,,228.54,3.63
,,,235.2,3.12,,258.4,3.14,,228.83,3.63
,,,235.51,3.12,,258.75,3.14,,229.13,3.63
,,,235.81,3.12,,259.1,3.14,,229.43,3.64
,,,236.12,3.13,,259.45,3.14,,229.72,3.64
,,,236.43,3.13,,259.8,3.14,,230.02,3.64
,,,236.73,3.13,,260.15,3.14,,230.32,3.64
,,,237.04,3.13,,260.5,3.14,,230.62,3.65
,,,237.34,3.13,,260.85,3.14,,230.91,3.65
,,,237.65,3.13,,261.2,3.14,,231.21,3.65
,,,237.95,3.13,,261.55,3.14,,231.51,3.65
,,,238.26,3.13,,261.9,3.14,,231.8,3.65
,,,238.56,3.13,,262.25,3.14,,232.1,3.66
,,,238.87,3.13,,262.6,3.14,,232.4,3.66
,,,239.17,3.14,,262.95,3.14,,232.7,3.66
,,,239.48,3.14,,263.3,3.14,,232.99,3.66
,,,239.79,3.14,,263.65,3.14,,233.29,3.67
,,,240.09,3.14,,264,3.14,,233.59,3.67
,,,240.4,3.14,,264.35,3.14,,233.88,3.67
,,,240.7,3.14,,264.7,3.14,,234.18,3.67
,,,241.01,3.14,,265.05,3.14,,234.48,3.67
,,,241.31,3.14,,265.4,3.14,,234.78,3.68
,,,241.62,3.14,,265.75,3.14,,235.07,3.68
,,,241.92,3.14,,266.1,3.14,,235.37,3.68
,,,242.23,3.15,,266.45,3.14,,235.67,3.68
,,,242.53,3.15,,266.8,3.14,,235.96,3.69
,,,242.84,3.15,,267.15,3.14,,236.26,3.69
,,,243.15,3.15,,267.5,3.14,,236.56,3.69
,,,243.45,3.15,,267.85,3.14,,236.86,3.69
,,,243.76,3.15,,268.2,3.14,,237.15,3.69
,,,244.06,3.15,,268.55,3.14,,237.45,3.7
,,,244.37,3.15,,268.9,3.14,,237.75,3.7
,,,244.67,3.15,,269.25,3.15,,238.04,3.7
,,,244.98,3.16,,269.6,3.15,,238.34,3.7
,,,245.28,3.16,,269.95,3.15,,238.64,3.7
,,,245.59,3.16,,270.3,3.15,,238.94,3.71
,,,245.9,3.16,,270.65,3.15,,239.23,3.71
,,,246.2,3.16,,271,3.16,,239.53,3.71
,,,246.51,3.16,,271.35,3.16,,239.83,3.71
,,,246.81,3.16,,271.7,3.16,,240.12,3.72
,,,247.12,3.16,,272.05,3.16,,240.42,3.72
,,,247.42,3.16,,272.4,3.16,,240.72,3.72
,,,247.73,3.16,,272.75,3.17,,241.02,3.72
,,,248.03,3.17,,273.1,3.17,,241.31,3.72
,,,248.34,3.17,,273.46,3.17,,241.61,3.73
,,,248.65,3.17,,273.81,3.17,,241.91,3.73
,,,248.95,3.17,,274.16,3.17,,242.2,3.73
,,,249.26,3.17,,274.51,3.18,,242.5,3.73
,,,249.56,3.17,,274.86,3.18,,242.8,3.74
,,,249.87,3.17,,275.21,3.18,,243.1,3.74
,,,250.17,3.17,,275.56,3.18,,243.39,3.74
,,,250.48,3.17,,275.91,3.18,,243.69,3.74
,,,250.79,3.17,,276.26,3.19,,243.99,3.74
,,,251.09,3.18,,276.61,3.19,,244.28,3.75
,,,251.4,3.18,,276.96,3.19,,244.58,3.75
,,,251.7,3.18,,277.31,3.19,,244.88,3.75
,,,252.01,3.18,,277.66,3.19,,245.18,3.75
,,,252.31,3.18,,278.01,3.2,,245.47,3.75
,,,252.62,3.18,,278.36,3.2,,245.77,3.76
,,,252.92,3.18,,278.71,3.2,,246.07,3.76
,,,253.23,3.18,,279.06,3.2,,246.37,3.76
,,,253.54,3.18,,279.41,3.2,,246.66,3.76
,,,253.84,3.18,,279.76,3.2,,246.96,3.77
,,,254.15,3.18,,280.11,3.21,,247.26,3.77
,,,254.45,3.18,,280.46,3.21,,247.56,3.77
,,,254.76,3.18,,280.81,3.21,,247.85,3.77
,,,255.06,3.18,,281.16,3.21,,248.15,3.75
,,,255.37,3.18,,281.51,3.21,,248.45,3.72
,,,255.68,3.17,,281.86,3.22,,248.74,3.69
,,,255.98,3.17,,282.21,3.22,,249.04,3.67
,,,256.29,3.17,,282.56,3.22,,249.34,3.64
,,,256.59,3.17,,282.91,3.22,,249.64,3.62
,,,256.9,3.17,,283.26,3.22,,249.93,3.62
,,,257.2,3.17,,283.61,3.23,,250.23,3.62
,,,257.51,3.17,,283.96,3.23,,250.53,3.62
,,,257.81,3.17,,284.31,3.23,,250.83,3.62
,,,258.12,3.17,,284.66,3.23,,251.12,3.62
,,,258.43,3.17,,285.01,3.23,,251.42,3.62
,,,258.73,3.17,,285.36,3.24,,251.72,3.62
,,,259.04,3.16,,285.71,3.24,,252.02,3.62
,,,259.34,3.16,,286.06,3.24,,252.31,3.62
,,,259.65,3.16,,286.41,3.24,,252.61,3.62
,,,259.95,3.16,,286.76,3.24,,252.91,3.62
,,,260.26,3.16,,287.11,3.25,,253.2,3.62
,,,260.56,3.16,,287.46,3.25,,253.5,3.62
,,,260.87,3.16,,287.81,3.25,,253.8,3.62
,,,261.18,3.16,,288.16,3.25,,254.1,3.62
,,,261.48,3.16,,288.51,3.25,,254.39,3.62
,,,261.79,3.16,,288.86,3.26,,254.69,3.62
,,,262.09,3.16,,289.21,3.26,,254.99,3.62
,,,262.4,3.16,,289.56,3.26,,255.29,3.62
,,,262.7,3.15,,289.91,3.26,,255.58,3.62
,,,263.01,3.15,,290.26,3.26,,255.88,3.62
,,,263.32,3.15,,290.61,3.27,,256.18,3.62
,,,263.62,3.15,,290.96,3.27,,256.48,3.62
,,,263.93,3.15,,291.31,3.27,,256.77,3.62
,,,264.23,3.15,,291.66,3.27,,257.07,3.62
,,,264.54,3.15,,292.01,3.27,,257.37,3.62
,,,264.84,3.15,,292.36,3.28,,257.66,3.62
,,,265.15,3.15,,292.71,3.28,,257.96,3.61
,,,265.45,3.15,,293.06,3.28,,258.26,3.61
,,,265.76,3.15,,293.41,3.28,,258.56,3.61
,,,266.07,3.15,,293.76,3.28,,258.85,3.61
,,,266.37,3.14,,294.11,3.29,,259.15,3.61
,,,266.68,3.14,,294.46,3.29,,259.45,3.61
,,,266.98,3.14,,294.81,3.29,,259.75,3.61
,,,267.29,3.14,,295.17,3.29,,260.04,3.61
,,,267.59,3.14,,295.52,3.29,,260.34,3.61
,,,267.9,3.14,,295.87,3.3,,260.64,3.61
,,,268.21,3.14,,296.22,3.3,,260.94,3.61
,,,268.51,3.14,,296.57,3.3,,261.23,3.61
,,,268.82,3.14,,296.92,3.3,,261.53,3.61
,,,269.12,3.14,,297.27,3.3,,261.83,3.61
,,,269.43,3.14,,297.62,3.3,,262.13,3.61
,,,269.73,3.14,,297.98,3.31,,262.42,3.61
,,,270.04,3.13,,298.33,3.31,,262.72,3.61
,,,270.34,3.13,,298.68,3.31,,263.02,3.61
,,,270.65,3.13,,299.03,3.31,,263.31,3.61
,,,270.96,3.13,,299.38,3.31,,263.61,3.61
,,,271.26,3.13,,299.73,3.32,,263.91,3.61
,,,271.57,3.13,,300.08,3.32,,264.21,3.61
,,,271.87,3.13,,300.43,3.32,,264.5,3.61
,,,272.18,3.13,,300.79,3.32,,264.8,3.61
,,,272.48,3.13,,301.14,3.32,,265.1,3.61
,,,272.79,3.13,,301.49,3.33,,265.4,3.61
,,,273.09,3.13,,301.84,3.33,,265.69,3.61
,,,273.4,3.13,,302.19,3.33,,265.99,3.61
,,,273.71,3.12,,302.54,3.33,,266.29,3.61
,,,274.01,3.12,,302.89,3.33,,266.59,3.61
,,,274.32,3.12,,303.24,3.34,,266.88,3.61
,,,274.62,3.12,,303.6,3.34,,267.18,3.61
,,,274.93,3.12,,303.95,3.34,,267.48,3.61
,,,275.23,3.12,,304.3,3.34,,267.77,3.61
,,,275.54,3.12,,304.65,3.34,,268.07,3.61
,,,275.85,3.12,,305,3.35,,268.37,3.61
,,,276.15,3.12,,305.35,3.35,,268.67,3.61
,,,276.46,3.12,,305.7,3.35,,268.96,3.61
,,,276.76,3.12,,306.05,3.35,,269.26,3.61
,,,277.07,3.12,,306.4,3.35,,269.56,3.61
,,,277.37,3.11,,306.76,3.36,,269.86,3.61
,,,277.68,3.11,,307.11,3.36,,270.15,3.61
,,,277.98,3.11,,307.46,3.36,,270.45,3.61
,,,278.29,3.11,,307.81,3.36,,270.75,3.61
,,,278.6,3.11,,308.16,3.36,,271.05,3.61
,,,278.9,3.11,,308.51,3.37,,271.34,3.61
,,,279.21,3.11,,308.86,3.37,,271.64,3.61
,,,279.51,3.11,,309.21,3.37,,271.94,3.61
,,,279.82,3.11,,309.57,3.37,,272.24,3.61
,,,280.12,3.11,,309.92,3.37,,272.53,3.61
,,,280.43,3.11,,310.27,3.38,,272.83,3.61
,,,280.74,3.11,,310.62,3.38,,273.13,3.61
,,,281.04,3.1,,310.97,3.38,,273.42,3.61
,,,281.35,3.1,,311.32,3.38,,273.72,3.61
,,,281.65,3.1,,311.67,3.38,,274.02,3.61
,,,281.96,3.1,,312.02,3.39,,274.32,3.61
,,,282.26,3.1,,312.38,3.39,,274.61,3.61
,,,282.57,3.1,,312.73,3.39,,274.91,3.61
,,,282.87,3.1,,313.08,3.39,,275.21,3.61
,,,283.18,2.99,,313.43,3.35,,275.51,3.61
,,,283.49,2.88,,313.78,3.31,,275.8,3.6
,,,283.79,2.8,,314.13,3.27,,276.1,3.6
,,,284.1,2.78,,314.48,3.24,,276.4,3.6
,,,284.4,2.77,,314.83,3.2,,276.7,3.6
,,,284.71,2.75,,315.19,3.16,,276.99,3.6
,,,285.01,2.74,,315.54,3.12,,277.29,3.6
,,,285.32,2.72,,315.89,3.09,,277.59,3.6
,,,285.63,2.71,,316.24,3.05,,277.88,3.6
,,,285.93,2.69,,316.59,3.01,,278.18,3.6
,,,286.24,2.67,,316.94,2.97,,278.48,3.6
,,,286.54,2.66,,317.29,2.94,,278.78,3.6
,,,286.85,2.64,,317.64,2.94,,279.07,3.6
,,,287.16,2.63,,318,2.94,,279.37,3.6
,,,287.46,2.61,,318.35,2.93,,279.67,3.6
,,,287.77,2.6,,318.7,2.93,,279.97,3.6
,,,288.08,2.58,,319.05,2.93,,280.26,3.6
,,,288.38,2.57,,319.4,2.93,,280.56,3.6
,,,288.69,2.55,,319.75,2.93,,280.86,3.6
,,,289,2.53,,320.1,2.92,,281.16,3.6
,,,289.3,2.52,,320.45,2.92,,281.45,3.6
