Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,2.77,15122.56
,,,2.77,15647.42
,,,2.77,15907.97
,,,2.77,15786.92
,,,2.77,15525.73
,,,2.77,15313.69
,,,2.77,15282.5
,,,2.77,15325.44
,,,2.77,15244.63
,,,2.77,15466.34
,,,2.77,15740.05
,,,2.77,16133.78
,,,2.77,15614.05
,,,2.77,15007.69
,,,2.78,15010.03
,,,2.78,15253.44
,,,2.78,15339.64
,,,2.78,15081.78
,,,2.78,15029.38
,,,2.78,15424.56
,,,2.78,15268.05
,,,2.78,15374
,,,2.78,15007.3
,,,2.78,15516.34
,,,2.78,16259.67
,,,2.78,16427.08
,,,2.78,16876.44
,,,2.78,17776.03
,,,2.78,18877.45
,,,2.78,19565.05
,,,2.79,19655.83
,,,2.79,19128.34
,,,2.79,18093.67
,,,2.79,17421.42
,,,2.79,17161.3
,,,2.79,16666.41
,,,2.79,16433.81
,,,2.79,16190.27
,,,2.79,15767.36
,,,2.79,16344.23
,,,2.79,16545.45
,,,2.79,16843.81
,,,2.79,16787.72
,,,2.79,16272.73
,,,2.79,15988.84
,,,2.79,16164.36
,,,2.8,16203.09
,,,2.8,16878
,,,2.8,16817.88
,,,2.8,16900.41
,,,2.8,16836.27
,,,2.8,16750.09
,,,2.8,17157.95
,,,2.8,17109.83
,,,2.8,17006.36
,,,2.8,16980.23
,,,2.8,16838.44
,,,2.8,17143.45
,,,2.8,17435.63
,,,2.8,17417.27
,,,2.8,17910.53
,,,2.8,18156.23
,,,2.81,18022.98
,,,2.81,17990.45
,,,2.81,17840.03
,,,2.81,17821.67
,,,2.81,17933
,,,2.81,18051.33
,,,2.81,17899.33
,,,2.81,17872.77
,,,2.81,18179.45
,,,2.81,17761.67
,,,2.81,17777.69
,,,2.81,18148.77
,,,2.81,18696.42
,,,2.81,19337.2
,,,2.81,19243.41
,,,2.81,19843.02
,,,2.82,20054.67
,,,2.82,20162.83
,,,2.82,20434.23
,,,2.82,20822.67
,,,2.82,21296.48
,,,2.82,21880.28
,,,2.82,21885.86
,,,2.82,22284.44
,,,2.82,22407.69
,,,2.82,22360.17
,,,2.82,22404
,,,2.82,22097.14
,,,2.82,21727.31
,,,2.82,21780.75
,,,2.82,21758.61
,,,2.82,21867.89
,,,2.83,21964.08
,,,2.83,22297.61
,,,2.83,22922.08
,,,2.83,23594.81
,,,2.83,23870.19
,,,2.83,24575.25
,,,2.83,24850.8
,,,2.83,25168.05
,,,2.83,25625.72
,,,2.83,25780.25
,,,2.83,26232.2
,,,2.83,26725.66
,,,2.83,27098.7
,,,2.83,27712.97
,,,2.83,28796.78
,,,2.83,29433.84
,,,2.84,30238.83
,,,2.84,30649.48
,,,2.84,30658.58
,,,2.84,31342.84
,,,2.84,31564.56
,,,2.84,31886.63
,,,2.84,32152.55
,,,2.84,33457.86
,,,2.84,33799.47
,,,2.84,34458.19
,,,2.84,35008.66
,,,2.84,35931.83
,,,2.84,36306.31
,,,2.84,37193.64
,,,2.84,37767.92
,,,2.84,38429.5
,,,2.85,38700.42
,,,2.85,39352.61
,,,2.85,40183.94
,,,2.85,41459.92
,,,2.85,42651.09
,,,2.85,43375.78
,,,2.85,44273.83
,,,2.85,45332.13
,,,2.85,46892.11
,,,2.85,47969.41
,,,2.85,49064.19
,,,2.85,50247.22
,,,2.85,51572.83
,,,2.85,52990.22
,,,2.85,54792.58
,,,2.85,56333.58
,,,2.86,58037.56
,,,2.86,59928.94
,,,2.86,61441.73
,,,2.86,63367.64
,,,2.86,65653.56
,,,2.86,67820.83
,,,2.86,70005.19
,,,2.86,71805.48
,,,2.86,73671.72
,,,2.86,75368.39
,,,2.86,76936.11
,,,2.86,78806.98
,,,2.86,80359.02
,,,2.86,82473.09
,,,2.86,84463.95
,,,2.86,86431.48
,,,2.87,88466.63
,,,2.87,90862.84
,,,2.87,93099.41
,,,2.87,95773.09
,,,2.87,98740.91
,,,2.87,101384.27
,,,2.87,104426.67
,,,2.87,107402.55
,,,2.87,110711.78
,,,2.87,114798.95
,,,2.87,118959.52
,,,2.87,124130.09
,,,2.87,130685.5
,,,2.87,138045.13
,,,2.87,145405.89
,,,2.87,150490.2
,,,2.88,153499.94
,,,2.88,157062.61
,,,2.88,162952.06
,,,2.88,170567.2
,,,2.88,178333.03
,,,2.88,186081.67
,,,2.88,194955.17
,,,2.88,205448.52
,,,2.88,219298.06
,,,2.88,237844.56
,,,2.88,267457.91
,,,2.88,317656.06
,,,2.88,406156.55
,,,2.88,544700.53
,,,2.88,698118.06
,,,2.88,767922.36
,,,2.89,769684.8
,,,2.89,733778.55
,,,2.89,596764.94
,,,2.89,452955.86
,,,2.89,363693.36
,,,2.89,313580.98
,,,2.89,282464.94
,,,2.89,262517.16
,,,2.89,251128.88
,,,2.89,246975.5
,,,2.89,247956.52
,,,2.89,252744.67
,,,2.89,257821.28
,,,2.89,261090.38
,,,2.89,261883.23
,,,2.89,263012.14
,,,2.9,265807.7
,,,2.9,271121.97
,,,2.9,278198.25
,,,2.9,288739.2
,,,2.9,301647.58
,,,2.9,317015.91
,,,2.9,334543.84
,,,2.9,354413.16
,,,2.9,375121.08
,,,2.9,396619.7
,,,2.9,418481.83
,,,2.9,441718.67
,,,2.9,466136.36
,,,2.9,489966.92
,,,2.9,513984.89
,,,2.9,540692.88
,,,2.91,570623.78
,,,2.91,603078.41
,,,2.91,637215.8
,,,2.91,669493.56
,,,2.91,696986.98
,,,2.91,718432.11
,,,2.91,733708.34
,,,2.91,742748.09
,,,2.91,745697.06
,,,2.91,744714.25
,,,2.91,738902.13
,,,2.91,730217.67
,,,2.91,719460.95
,,,2.91,707256
,,,2.91,694300.28
,,,2.91,681618.28
,,,2.92,670330.25
,,,2.92,659908.41
,,,2.92,651486.2
,,,2.92,645802.38
,,,2.92,644023.06
,,,2.92,646307.94
,,,2.92,652579.34
,,,2.92,663328.98
,,,2.92,679028.19
,,,2.92,699254.48
,,,2.92,723387.53
,,,2.92,749937.2
,,,2.92,777835.5
,,,2.92,805507.44
,,,2.92,830330.67
,,,2.93,850425.83
,,,2.93,864482.95
,,,2.93,870895.66
,,,2.93,869758.34
,,,2.93,860504.38
,,,2.93,843173.44
,,,2.93,817323.31
,,,2.93,784867.3
,,,2.93,746272.81
,,,2.93,704599.2
,,,2.93,662654.05
,,,2.93,621990.73
,,,2.93,584299.7
,,,2.93,549946.58
,,,2.93,518829.94
,,,2.93,490582.69
,,,2.94,465546.94
,,,2.94,444128.88
,,,2.94,425817.73
,,,2.94,410287.03
,,,2.94,397641.81
,,,2.94,387350.42
,,,2.94,379115.14
,,,2.94,373131.3
,,,2.94,367902.22
,,,2.94,363088.27
,,,2.94,358291.97
,,,2.94,353522.81
,,,2.94,348452.33
,,,2.94,342181.89
,,,2.94,335178.7
,,,2.94,326661.91
,,,2.95,316419.13
,,,2.95,304151.72
,,,2.95,290749.48
,,,2.95,276173.36
,,,2.95,262523.03
,,,2.95,249628.58
,,,2.95,237932.66
,,,2.95,227810.16
,,,2.95,220017.56
,,,2.95,213769.3
,,,2.95,209343.42
,,,2.95,207358.02
,,,2.95,207077.16
,,,2.95,209653.13
,,,2.95,215155.83
,,,2.95,224616.28
,,,2.96,240078.53
,,,2.96,267503.05
,,,2.96,319509.83
,,,2.96,419331.47
,,,2.96,584786.44
,,,2.96,783727.48
,,,2.96,892219.98
,,,2.96,864355.36
,,,2.96,712622.41
,,,2.96,499015.11
,,,2.96,340566.17
,,,2.96,243517.58
,,,2.96,186907.88
,,,2.96,153075.42
,,,2.96,132200.8
,,,2.96,116899.08
,,,2.97,105414.3
,,,2.97,95807.89
,,,2.97,88974.14
,,,2.97,83472.5
,,,2.97,79159.03
,,,2.97,75493.34
,,,2.97,72530.75
,,,2.97,69833.83
,,,2.97,67042.61
,,,2.97,65185.88
,,,2.97,62844.11
,,,2.97,60531.25
,,,2.97,57992.97
,,,2.97,55386.97
,,,2.97,52954.45
,,,2.97,50805.91
,,,2.98,48510.41
,,,2.98,46232.34
,,,2.98,44361.88
,,,2.98,43162.11
,,,2.98,42202.47
,,,2.98,40844.53
,,,2.98,39859.95
,,,2.98,38762.95
,,,2.98,37752.05
,,,2.98,37124.41
,,,2.98,36156.13
,,,2.98,35454.28
,,,2.98,34681.36
,,,2.98,34202.86
,,,2.98,33601.02
,,,2.98,32844
,,,2.99,32247.67
,,,2.99,31664.61
,,,2.99,30884.05
,,,2.99,30110.19
,,,2.99,29812.25
,,,2.99,29203.19
,,,2.99,28701.64
,,,2.99,28014.8
,,,2.99,27108.08
,,,2.99,25852
,,,2.99,25333.84
,,,2.99,24863.92
,,,2.99,24027.3
,,,2.99,23353.28
,,,2.99,22614.83
,,,2.99,22022.34
,,,3,21708.84
,,,3,21655.56
,,,3,21566.98
,,,3,21156.13
,,,3,20835.22
,,,3,21050.14
,,,3,20962.23
,,,3,20566.36
,,,3,19957.58
,,,3,19538.45
,,,3,19091.36
,,,3,19097.42
,,,3,18871.06
,,,3,18503.81
,,,3,18423.19
,,,3,18259.8
,,,3.01,17937.09
,,,3.01,17271.2
,,,3.01,16578.8
,,,3.01,16855.58
,,,3.01,16635.47
,,,3.01,16525.16
,,,3.01,16257.03
,,,3.01,15964.42
,,,3.01,16097.84
,,,3.01,16031.38
,,,3.01,15483.59
,,,3.01,15673.94
,,,3.01,15337.09
,,,3.01,14913.55
,,,3.01,14731.58
,,,3.01,15039.5
,,,3.02,14745.06
,,,3.02,14176.86
,,,3.02,14017.7
,,,3.02,14708.7
,,,3.02,14447.92
,,,3.02,14273.75
,,,3.02,14583.03
,,,3.02,14178.34
,,,3.02,13856.59
,,,3.02,13605.67
,,,3.02,13123.39
,,,3.02,12688.06
,,,3.02,12318.92
,,,3.02,12285.92
,,,3.02,11734.34
,,,3.02,11410.2
,,,3.03,11015.63
,,,3.03,10918.64
,,,3.03,11208.14
,,,3.03,11313.47
,,,3.03,11970.06
,,,3.03,12347.08
,,,3.03,12068.48
,,,3.03,11885.48
,,,3.03,12150.13
,,,3.03,12197.28
,,,3.03,12004.06
,,,3.03,12010.02
,,,3.03,11957.2
,,,3.03,11468.81
,,,3.03,11307.78
,,,3.03,11357.89
,,,3.04,10985.41
,,,3.04,10146.47
,,,3.04,9913.13
,,,3.04,9514.33
,,,3.04,9896.64
,,,3.04,9875.5
,,,3.04,9581.98
,,,3.04,9676.78
,,,3.04,9959.44
,,,3.04,9896.97
,,,3.04,9557.48
,,,3.04,9433.11
,,,3.04,9534.69
,,,3.04,9535.5
,,,3.04,9197.16
,,,3.04,9586.77
,,,3.05,9730.86
,,,3.05,9865.64
,,,3.05,9716.36
,,,3.05,9830.22
,,,3.05,10240.11
,,,3.05,10279.58
,,,3.05,10113.69
,,,3.05,10095.55
,,,3.05,9780.59
,,,3.05,10183.59
,,,3.05,10346.61
,,,3.05,10560.8
,,,3.05,10746.8
,,,3.05,10962.81
,,,3.05,11298.11
,,,3.05,12666.73
,,,3.06,13428.25
,,,3.06,13182.56
,,,3.06,13407.03
,,,3.06,13040.66
,,,3.06,12063.34
,,,3.06,11588.17
,,,3.06,10643.58
,,,3.06,10295.53
,,,3.06,10295.94
,,,3.06,10761.72
,,,3.06,11189.72
,,,3.06,11083.8
,,,3.06,11821.84
,,,3.06,11071.83
,,,3.06,10917.23
,,,3.06,10727.05
,,,3.07,10911.19
,,,3.07,11163.45
,,,3.07,10565.91
,,,3.07,10358.39
,,,3.07,10427.81
,,,3.07,10889.17
,,,3.07,11039.09
,,,3.07,11160.34
,,,3.07,11201.08
,,,3.07,11026.66
,,,3.07,11066.16
,,,3.07,10687.25
,,,3.07,10998.48
,,,3.07,11060.86
,,,3.07,11193.14
,,,3.08,11739
,,,3.08,12614.47
,,,3.08,12753.83
,,,3.08,12535.38
,,,3.08,12099.84
,,,3.08,12528.14
,,,3.08,12573.45
,,,3.08,12495.02
,,,3.08,12392.55
,,,3.08,12080.33
,,,3.08,12737.55
,,,3.08,12442.5
,,,3.08,12127.77
,,,3.08,12232.69
,,,3.08,12005.03
,,,3.08,11775.44
,,,3.09,11703.25
,,,3.09,11560.47
,,,3.09,11883.38
,,,3.09,12619.61
,,,3.09,12447.23
,,,3.09,12093.91
,,,3.09,12220.19
,,,3.09,12132.48
,,,3.09,12411.05
,,,3.09,12709.72
,,,3.09,12911.81
,,,3.09,12714.47
,,,3.09,12586.33
,,,3.09,12524.66
,,,3.09,12919.86
,,,3.09,12746
,,,3.1,12853.97
,,,3.1,12683.2
,,,3.1,12842.47
,,,3.1,12959.53
,,,3.1,13060.98
,,,3.1,13361.02
,,,3.1,13229.39
,,,3.1,13068.92
,,,3.1,13070.31
,,,3.1,13044.17
,,,3.1,12723.11
,,,3.1,12939.77
,,,3.1,12848.17
,,,3.1,12689.16
,,,3.1,12624.45
,,,3.1,12195.58
,,,3.11,11902.39
,,,3.11,11702.89
,,,3.11,11969.94
,,,3.11,11963.13
,,,3.11,11888
,,,3.11,11481
,,,3.11,11275.23
,,,3.11,11145.23
,,,3.11,11082.56
,,,3.11,11198.25
,,,3.11,11382.08
,,,3.11,11403.27
,,,3.11,11189.28
,,,3.11,11049.3
,,,3.11,11112.69
,,,3.11,10936.77
,,,3.12,11295.83
,,,3.12,11353.88
,,,3.12,10775.67
,,,3.12,10891.06
,,,3.12,10945.34
,,,3.12,10842.77
,,,3.12,10872.45
,,,3.12,10817.78
,,,3.12,10986.48
,,,3.12,11475.34
,,,3.12,11172.06
,,,3.12,10731.47
,,,3.12,11037.94
,,,3.12,11352.02
,,,3.12,11340.75
,,,3.12,10843.05
,,,3.13,11000.89
,,,3.13,11709.25
,,,3.13,11897.84
,,,3.13,12335.7
,,,3.13,13509.28
,,,3.13,14702.48
,,,3.13,15119.38
,,,3.13,14518.47
,,,3.13,13613.34
,,,3.13,12192.44
,,,3.13,11383.53
,,,3.13,11141.89
,,,3.13,10893.64
,,,3.13,10494.84
,,,3.13,10496.13
,,,3.13,10449.97
,,,3.14,10590.8
,,,3.14,10580.63
,,,3.14,11006.83
,,,3.14,10722.14
,,,3.14,10843.95
,,,3.14,10962.09
,,,3.14,10929.89
,,,3.14,10989.81
,,,3.14,10846.28
,,,3.14,10958.94
,,,3.14,11219.7
,,,3.14,10909.05
,,,3.14,10591.73
,,,3.14,10915.14
,,,3.14,10903.25
,,,3.14,10980.02
,,,3.15,10946.34
,,,3.15,10657.08
,,,3.15,10764.89
,,,3.15,10601.47
,,,3.15,10645.52
,,,3.15,11108.47
,,,3.15,11204.25
,,,3.15,11158.14
,,,3.15,11307.19
,,,3.15,11354.53
,,,3.15,11351.05
,,,3.15,11319.42
,,,3.15,11460.41
,,,3.15,11419.13
,,,3.15,11770.83
,,,3.15,11890.2
,,,3.16,11652.38
,,,3.16,11756.48
,,,3.16,11622.08
,,,3.16,11474.73
,,,3.16,11994.84
,,,3.16,11885.83
,,,3.16,11858.42
,,,3.16,11850.52
,,,3.16,12113.19
,,,3.16,12277.56
,,,3.16,12375.63
,,,3.16,12412.52
,,,3.16,12176.72
,,,3.16,12090.72
,,,3.16,12772.31
,,,3.16,12988.5
,,,3.17,13154.91
,,,3.17,13258.55
,,,3.17,13542.02
,,,3.17,13150.44
,,,3.17,13467.28
,,,3.17,13569.11
,,,3.17,13561.25
,,,3.17,13789.5
,,,3.17,14124.88
,,,3.17,14103.34
,,,3.17,14111.36
,,,3.17,14600.73
,,,3.17,14828.39
,,,3.17,14705.61
,,,3.17,14511.09
,,,3.17,14726.72
,,,3.18,14898.03
,,,3.18,14932.98
,,,3.18,15068.84
,,,3.18,15291.84
,,,3.18,15609.02
,,,3.18,15433.73
,,,3.18,15354.11
,,,3.18,15318.2
,,,3.18,15576.09
,,,3.18,15897.16
,,,3.18,16210.75
,,,3.18,16220.22
,,,3.18,16849.06
,,,3.18,17030.16
,,,3.18,17370.84
,,,3.18,17671.52
,,,3.19,17521.52
,,,3.19,17659.47
,,,3.19,17982.95
,,,3.19,18164.52
,,,3.19,18188.3
,,,3.19,18478.56
,,,3.19,18560.8
,,,3.19,18836.77
,,,3.19,18896.91
,,,3.19,19447.27
,,,3.19,19726.34
,,,3.19,19592.83
,,,3.19,19629.05
,,,3.19,19883.28
,,,3.19,20743.5
,,,3.19,20642.89
,,,3.2,20639.23
,,,3.2,20858.13
,,,3.2,21171.44
,,,3.2,21286.45
,,,3.2,21506.52
,,,3.2,21866.16
,,,3.2,22237.92
,,,3.2,22733.36
,,,3.2,22822.78
,,,3.2,22850.47
,,,3.2,22681.56
,,,3.2,23083.2
,,,3.2,23132.38
,,,3.2,23320.81
,,,3.2,22893.89
,,,3.2,22746.5
,,,3.21,23232.09
,,,3.21,23739.63
,,,3.21,23809.84
,,,3.21,23726.52
,,,3.21,24003.94
,,,3.21,24254.67
,,,3.21,24414.2
,,,3.21,25086.41
,,,3.21,24957.84
,,,3.21,24936.09
,,,3.21,25264.34
,,,3.21,25516.39
,,,3.21,25591.2
,,,3.21,25699.09
,,,3.21,25963.42
,,,3.21,25808.19
,,,3.22,26176.05
,,,3.22,26330.97
,,,3.22,26348.73
,,,3.22,26248.81
,,,3.22,26499.92
,,,3.22,26309.95
,,,3.22,26760.48
,,,3.22,27159.23
,,,3.22,27419.02
,,,3.22,27550.52
,,,3.22,27892.42
,,,3.22,28479.98
,,,3.22,28187.33
,,,3.22,28199.8
,,,3.22,29269.63
,,,3.23,29912.53
,,,3.23,30223.25
,,,3.23,30350.31
,,,3.23,30595.31
,,,3.23,30762.08
,,,3.23,31518.95
,,,3.23,32125.03
,,,3.23,31994.38
,,,3.23,32342.34
,,,3.23,32570.02
,,,3.23,33188.08
,,,3.23,33801.81
,,,3.23,34182.17
,,,3.23,34219.7
,,,3.23,34706.64
,,,3.23,35383.94
,,,3.24,36103.02
,,,3.24,37037.84
,,,3.24,36730.36
,,,3.24,37251.34
,,,3.24,38260.67
,,,3.24,38933.77
,,,3.24,39731.23
,,,3.24,40322.45
,,,3.24,41126.89
,,,3.24,41778.44
,,,3.24,43175.59
,,,3.24,43988.03
,,,3.24,44515.95
,,,3.24,45729.11
,,,3.24,46655.09
,,,3.24,47072.03
,,,3.25,48184.16
,,,3.25,49068.11
,,,3.25,49723.52
,,,3.25,50585.72
,,,3.25,51475.61
,,,3.25,52446.34
,,,3.25,53298.88
,,,3.25,54185.84
,,,3.25,54987.66
,,,3.25,55950.34
,,,3.25,56654.67
,,,3.25,57480.28
,,,3.25,58591.8
,,,3.25,59507.7
,,,3.25,61032.58
,,,3.25,62440.09
,,,3.26,64213.36
,,,3.26,65455.39
,,,3.26,66438.69
,,,3.26,67891.67
,,,3.26,69360.47
,,,3.26,70880.39
,,,3.26,72050.14
,,,3.26,72998.11
,,,3.26,73785.44
,,,3.26,73641.88
,,,3.26,73036.23
,,,3.26,73076.28
,,,3.26,72108.05
,,,3.26,71261.2
,,,3.26,70036.59
,,,3.26,68818.02
,,,3.27,67340.25
,,,3.27,65710.94
,,,3.27,64067.88
,,,3.27,62894.56
,,,3.27,62359.83
,,,3.27,61250.7
,,,3.27,60272.95
,,,3.27,60446.44
,,,3.27,60051.78
,,,3.27,60228.64
,,,3.27,60671.41
,,,3.27,61027.31
,,,3.27,61760.3
,,,3.27,62328.7
,,,3.27,63031.28
,,,3.27,63287.94
,,,3.28,62995.52
,,,3.28,63177.58
,,,3.28,62682.44
,,,3.28,62302.64
,,,3.28,61359.94
,,,3.28,60119.63
,,,3.28,58581.36
,,,3.28,56308.25
,,,3.28,54268.05
,,,3.28,52178.41
,,,3.28,49781.02
,,,3.28,47605.59
,,,3.28,45591.22
,,,3.28,43789.41
,,,3.28,42494.34
,,,3.28,41125.25
,,,3.29,39438.61
,,,3.29,38128.8
,,,3.29,36384.69
,,,3.29,35406.95
,,,3.29,34992.33
,,,3.29,34818.86
,,,3.29,33932.28
,,,3.29,33022.56
,,,3.29,32487.19
,,,3.29,31844.72
,,,3.29,31575.7
,,,3.29,31531.72
,,,3.29,31573.55
,,,3.29,31662.16
,,,3.29,31516.77
,,,3.29,31242.89
,,,3.3,31067.7
,,,3.3,30626.14
,,,3.3,30338.64
,,,3.3,29708.94
,,,3.3,29317.06
,,,3.3,28493.13
,,,3.3,28494.38
,,,3.3,27926.83
,,,3.3,26896.78
,,,3.3,26508.2
,,,3.3,25702.7
,,,3.3,25095.2
,,,3.3,24967.67
,,,3.3,24110.42
,,,3.3,23622.31
,,,3.3,23634.31
,,,3.31,23758.95
,,,3.31,24125.5
,,,3.31,24424.97
,,,3.31,24097.92
,,,3.31,23882.45
,,,3.31,23704
,,,3.31,23796.08
,,,3.31,23485.22
,,,3.31,23161.92
,,,3.31,23044.55
,,,3.31,22593.09
,,,3.31,22303.42
,,,3.31,21993.69
,,,3.31,21730.34
,,,3.31,21593.31
,,,3.31,21198.64
,,,3.32,21118.97
,,,3.32,20389.14
,,,3.32,19614.7
,,,3.32,19429.97
,,,3.32,18813.84
,,,3.32,18585.86
,,,3.32,18242.98
,,,3.32,17647.27
,,,3.32,17782.97
,,,3.32,16864.28
,,,3.32,16324.63
,,,3.32,16443.31
,,,3.32,16087.69
,,,3.32,15294.08
,,,3.32,15198.55
,,,3.32,15935.52
,,,3.33,15581.44
,,,3.33,15083.33
,,,3.33,14638.45
,,,3.33,14278.06
,,,3.33,13769.89
,,,3.33,14016.28
,,,3.33,14048.22
,,,3.33,13807.8
,,,3.33,14041.11
,,,3.33,13679.08
,,,3.33,12916.77
,,,3.33,12707
,,,3.33,12464.95
,,,3.33,12201.13
,,,3.33,11945.3
,,,3.33,11965.7
,,,3.34,12142.3
,,,3.34,11964.72
,,,3.34,11921.27
,,,3.34,11585.36
,,,3.34,11491.55
,,,3.34,11122.75
,,,3.34,11018.58
,,,3.34,10614.77
,,,3.34,10703.14
,,,3.34,10980.44
,,,3.34,11015.77
,,,3.34,10928
,,,3.34,10318.81
,,,3.34,9911.69
,,,3.34,9587.72
,,,3.34,9764.64
,,,3.35,9092.52
,,,3.35,8916
,,,3.35,9245.05
,,,3.35,8854.39
,,,3.35,8469.63
,,,3.35,8428.41
,,,3.35,8437.95
,,,3.35,8488.77
,,,3.35,8098.31
,,,3.35,8473.64
,,,3.35,8678.02
,,,3.35,8578.88
,,,3.35,8718.7
,,,3.35,8596.97
,,,3.35,8121.03
,,,3.35,8173.83
,,,3.36,8386.69
,,,3.36,8377.45
,,,3.36,8125.8
,,,3.36,8169.91
,,,3.36,8170.67
,,,3.36,8070.94
,,,3.36,7994.22
,,,3.36,7698.38
,,,3.36,7246.09
,,,3.36,7092.86
,,,3.36,7310.03
,,,3.36,7330.34
,,,3.36,7359.03
,,,3.36,7462.69
,,,3.36,7267.02
,,,3.36,7501.33
,,,3.37,6934
,,,3.37,7184.38
,,,3.37,7145.64
,,,3.37,6778.13
,,,3.37,6204.95
,,,3.37,6311
,,,3.37,6582.64
,,,3.37,6271.17
,,,3.37,6405.66
,,,3.37,7017.59
,,,3.37,7122.44
,,,3.37,6962.41
,,,3.37,6667.45
,,,3.37,6613.11
,,,3.37,6534.06
,,,3.37,6546.41
,,,3.38,6461.19
,,,3.38,6172.92
,,,3.38,6172.84
,,,3.38,6507.58
,,,3.38,6749.14
,,,3.38,6632.02
,,,3.38,6550.42
,,,3.38,6201.08
,,,3.38,5798.61
,,,3.38,6245.58
,,,3.38,6414.16
,,,3.38,6115.16
,,,3.38,6270.19
,,,3.38,6040.42
,,,3.38,6242.38
,,,3.39,6485.92
,,,3.39,6309.02
,,,3.39,6369.45
,,,3.39,6620.25
,,,3.39,6227.78
,,,3.39,6073.19
,,,3.39,6112.58
,,,3.39,6200.31
,,,3.39,5968.78
,,,3.39,5860.52
,,,3.39,5959.48
,,,3.39,5484.56
,,,3.39,5564.61
,,,3.39,5842.11
,,,3.39,5769.52
,,,3.39,5528.89
,,,3.4,5501.44
,,,3.4,5429.92
,,,3.4,5344.05
,,,3.4,5024.7
,,,3.4,5168.72
,,,3.4,5143.58
,,,3.4,4973.03
,,,3.4,4939.2
,,,3.4,5248.53
,,,3.4,5677.75
,,,3.4,5153.94
,,,3.4,4766.98
,,,3.4,4618.05
,,,3.4,4892.42
,,,3.4,5191.02
,,,3.4,4828.08
,,,3.41,4622.92
,,,3.41,4699.64
,,,3.41,5086.89
,,,3.41,5017.14
,,,3.41,4873.08
,,,3.41,4828.55
,,,3.41,5322.19
,,,3.41,5597.84
,,,3.41,5064.73
,,,3.41,4863.38
,,,3.41,5219.13
,,,3.41,4724.52
,,,3.41,3951.3
,,,3.41,4165.61
,,,3.41,4169.23
,,,3.41,4507.17
,,,3.42,4390.38
,,,3.42,4275.8
,,,3.42,4406.69
,,,3.42,4125.25
,,,3.42,4364.75
,,,3.42,4686.48
,,,3.42,4797.86
,,,3.42,4464.28
,,,3.42,4580.28
,,,3.42,4508.39
,,,3.42,4503.11
,,,3.42,4587.8
,,,3.42,4913.25
,,,3.42,4838.45
,,,3.42,4801.95
,,,3.42,4713
,,,3.43,4634.73
,,,3.43,4678.53
,,,3.43,4847.19
,,,3.43,4349.38
,,,3.43,4214.13
,,,3.43,4419.08
,,,3.43,4445.58
,,,3.43,4391.81
,,,3.43,4672.19
,,,3.43,4810.77
,,,3.43,4251.16
,,,3.43,4769.63
,,,3.43,4843
,,,3.43,4698.8
,,,3.43,4322.39
,,,3.43,5029.63
,,,3.44,4848.92
,,,3.44,4651.61
,,,3.44,4794.53
,,,3.44,4815.89
,,,3.44,5140.95
,,,3.44,5166.84
,,,3.44,5125.03
,,,3.44,5265.7
,,,3.44,5158.8
,,,3.44,5184.77
,,,3.44,5166.28
,,,3.44,5282.19
,,,3.44,5235.98
,,,3.44,5136.66
,,,3.44,5008.23
,,,3.44,4838.19
,,,3.45,5079.25
,,,3.45,5018.03
,,,3.45,5287.3
,,,3.45,5233.98
,,,3.45,5430.64
,,,3.45,5086.56
,,,3.45,5189.86
,,,3.45,5241.86
,,,3.45,5175.91
,,,3.45,5402.63
,,,3.45,4907.09
,,,3.45,5040.97
,,,3.45,4829.36
,,,3.45,5040.59
,,,3.45,5532.63
,,,3.45,5812.42
,,,3.46,6014.7
,,,3.46,5985.36
,,,3.46,5841.31
,,,3.46,5537.41
,,,3.46,5181.5
,,,3.46,5186.41
,,,3.46,5571.89
,,,3.46,5266.11
,,,3.46,5868.17
,,,3.46,6156.73
,,,3.46,6030.94
,,,3.46,6040.34
,,,3.46,6176.88
,,,3.46,6063.67
,,,3.46,6621.14
,,,3.46,6733.06
,,,3.47,6727.69
,,,3.47,6517.55
,,,3.47,6646.98
,,,3.47,6797.48
,,,3.47,7241.95
,,,3.47,6961.06
,,,3.47,7347.03
,,,3.47,7912.14
,,,3.47,8022.14
,,,3.47,8459.36
,,,3.47,8874.31
,,,3.47,8931.63
,,,3.47,9257.48
,,,3.47,9706.42
,,,3.47,10364.56
,,,3.47,10638.45
,,,3.48,10943.45
,,,3.48,11661.27
,,,3.48,11926.36
,,,3.48,12683
,,,3.48,13665.39
,,,3.48,14771.08
,,,3.48,16045.81
,,,3.48,17750.66
,,,3.48,19364.72
,,,3.48,21573.59
,,,3.48,24554.91
,,,3.48,29093.41
,,,3.48,34315.08
,,,3.48,41393.5
,,,3.48,52056.2
,,,3.48,66419.84
,,,3.49,86441.02
,,,3.49,111571.33
,,,3.49,135335.45
,,,3.49,143608.7
,,,3.49,130698.88
,,,3.49,104842.69
,,,3.49,79085.64
,,,3.49,58274.67
,,,3.49,43214.14
,,,3.49,32651.97
,,,3.49,25307.2
,,,3.49,20227.06
,,,3.49,16634.02
,,,3.49,14219.56
,,,3.49,11715.39
,,,3.49,10255.47
,,,3.5,9477.69
,,,3.5,8576.61
,,,3.5,7986.97
