Machine Name,Bruker Avance III HD 600 MHz,,P40 - C NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 4096 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,135.46,2735.12
,,,135.46,2338.16
,,,135.46,1990.84
,,,135.47,1862.31
,,,135.47,1791.88
,,,135.47,1406.15
,,,135.47,391.55
,,,135.47,-1412.52
,,,135.47,-3616.23
,,,135.48,-5252.3
,,,135.48,-5778.67
,,,135.48,-5565.2
,,,135.48,-5321.82
,,,135.48,-5415.72
,,,135.49,-5415.86
,,,135.49,-4688.04
,,,135.49,-3651.79
,,,135.49,-3340.93
,,,135.49,-3939.62
,,,135.49,-4863.95
,,,135.5,-5616.92
,,,135.5,-5867.6
,,,135.5,-5399.22
,,,135.5,-4431.27
,,,135.5,-3694.44
,,,135.51,-3789.77
,,,135.51,-4573.78
,,,135.51,-5541.14
,,,135.51,-6348.68
,,,135.51,-6646.77
,,,135.51,-6250.14
,,,135.52,-5595.62
,,,135.52,-5209.09
,,,135.52,-4980
,,,135.52,-4575.39
,,,135.52,-3995.98
,,,135.53,-3256.6
,,,135.53,-2289.38
,,,135.53,-1513.77
,,,135.53,-1535.36
,,,135.53,-2017.21
,,,135.53,-1864.08
,,,135.54,-697.13
,,,135.54,758.46
,,,135.54,1837.14
,,,135.54,2544.4
,,,135.54,2923.24
,,,135.55,2860.96
,,,135.55,2447.01
,,,135.55,1676.28
,,,135.55,448.72
,,,135.55,-809.83
,,,135.55,-1526.46
,,,135.56,-1647.31
,,,135.56,-1363.15
,,,135.56,-919.72
,,,135.56,-505.97
,,,135.56,92.48
,,,135.57,1086.89
,,,135.57,2180.8
,,,135.57,2913.75
,,,135.57,3006.93
,,,135.57,2451.18
,,,135.57,1549.33
,,,135.58,737.19
,,,135.58,391.02
,,,135.58,548.73
,,,135.58,751.64
,,,135.58,596.41
,,,135.59,222.9
,,,135.59,-51.26
,,,135.59,-311.94
,,,135.59,-969.07
,,,135.59,-2033.23
,,,135.59,-3068.93
,,,135.6,-3871.91
,,,135.6,-4240.33
,,,135.6,-3885.61
,,,135.6,-3300.67
,,,135.6,-3123.49
,,,135.61,-2973.15
,,,135.61,-2421.46
,,,135.61,-1850.8
,,,135.61,-1796.82
,,,135.61,-2434.12
,,,135.61,-3333.77
,,,135.62,-3811.05
,,,135.62,-3749.66
,,,135.62,-3276.99
,,,135.62,-2315.61
,,,135.62,-1100.44
,,,135.63,-149.67
,,,135.63,225.91
,,,135.63,107.96
,,,135.63,-60.53
,,,135.63,-188.62
,,,135.63,-738.23
,,,135.64,-1615.09
,,,135.64,-2148.17
,,,135.64,-2196.32
,,,135.64,-2038.53
,,,135.64,-1751.3
,,,135.65,-1260.8
,,,135.65,-511.66
,,,135.65,340.02
,,,135.65,1016.18
,,,135.65,1557.35
,,,135.65,2081
,,,135.66,2450.88
,,,135.66,2722.25
,,,135.66,3072.35
,,,135.66,3430.98
,,,135.66,3912.86
,,,135.67,4614.02
,,,135.67,5008.79
,,,135.67,4760.63
,,,135.67,4233.46
,,,135.67,3714.65
,,,135.67,3178.44
,,,135.68,2418.73
,,,135.68,1165.13
,,,135.68,-465.5
,,,135.68,-2138.92
,,,135.68,-3543.61
,,,135.69,-4226.3
,,,135.69,-4202.25
,,,135.69,-4000.69
,,,135.69,-3721.07
,,,135.69,-3333.41
,,,135.69,-3100.72
,,,135.7,-2909.5
,,,135.7,-2384.22
,,,135.7,-1546.61
,,,135.7,-676.19
,,,135.7,115.95
,,,135.71,873.63
,,,135.71,1436.02
,,,135.71,1697.01
,,,135.71,1981.62
,,,135.71,2296.51
,,,135.71,2159.22
,,,135.72,1435.42
,,,135.72,255.46
,,,135.72,-1102.91
,,,135.72,-2058.96
,,,135.72,-2395.14
,,,135.73,-2262.2
,,,135.73,-1700.04
,,,135.73,-1052.8
,,,135.73,-766.33
,,,135.73,-703.73
,,,135.73,-495.9
,,,135.74,2.39
,,,135.74,782.56
,,,135.74,1962.47
,,,135.74,3818.46
,,,135.74,6076.86
,,,135.75,7819.14
,,,135.75,8565.85
,,,135.75,8648.23
,,,135.75,8542.06
,,,135.75,8311.36
,,,135.76,7698.36
,,,135.76,6789.22
,,,135.76,6064
,,,135.76,5612.85
,,,135.76,5138.53
,,,135.76,4714.59
,,,135.77,4764.38
,,,135.77,5251.95
,,,135.77,5506.81
,,,135.77,5131.85
,,,135.77,4423.2
,,,135.78,3581.98
,,,135.78,2344.38
,,,135.78,669.02
,,,135.78,-811.86
,,,135.78,-1361.99
,,,135.78,-1061.92
,,,135.79,-714.47
,,,135.79,-771.23
,,,135.79,-995.04
,,,135.79,-1081.76
,,,135.79,-816.03
,,,135.8,57.79
,,,135.8,1296.86
,,,135.8,2102.86
,,,135.8,2217.65
,,,135.8,2128.97
,,,135.8,2136.97
,,,135.81,2273.28
,,,135.81,2551.54
,,,135.81,2812
,,,135.81,3104.18
,,,135.81,3727.77
,,,135.82,4604.78
,,,135.82,5501.7
,,,135.82,6290.99
,,,135.82,6582.98
,,,135.82,6107.71
,,,135.82,5239.28
,,,135.83,4488.9
,,,135.83,3842.69
,,,135.83,2942.83
,,,135.83,1881.91
,,,135.83,1119.4
,,,135.84,587.79
,,,135.84,109.55
,,,135.84,-10.54
,,,135.84,6.18
,,,135.84,-584.48
,,,135.84,-1666.04
,,,135.85,-2609.25
,,,135.85,-3389.28
,,,135.85,-4232.06
,,,135.85,-5074.52
,,,135.85,-5768.93
,,,135.86,-6238.88
,,,135.86,-6376.5
,,,135.86,-5972.74
,,,135.86,-4943.21
,,,135.86,-3650.63
,,,135.86,-2613.49
,,,135.87,-1896.38
,,,135.87,-1334.84
,,,135.87,-1143.8
,,,135.87,-1516.81
,,,135.87,-2052.22
,,,135.88,-2372.17
,,,135.88,-2616.9
,,,135.88,-2849.31
,,,135.88,-2808.34
,,,135.88,-2268.63
,,,135.88,-1021.76
,,,135.89,1015.15
,,,135.89,3298.43
,,,135.89,4976.22
,,,135.89,5830.36
,,,135.89,6154.7
,,,135.9,6010.01
,,,135.9,5448.37
,,,135.9,4751.99
,,,135.9,3853.55
,,,135.9,2549.42
,,,135.9,1174.97
,,,135.91,30.09
,,,135.91,-1035.85
,,,135.91,-1853.38
,,,135.91,-1941.76
,,,135.91,-1389.49
,,,135.92,-666.09
,,,135.92,157.57
,,,135.92,1251.02
,,,135.92,2520.6
,,,135.92,3676.01
,,,135.92,4495.7
,,,135.93,5029.41
,,,135.93,5561.57
,,,135.93,6227.48
,,,135.93,6956.64
,,,135.93,7541.37
,,,135.94,7514.17
,,,135.94,6863.72
,,,135.94,6420.89
,,,135.94,6405.7
,,,135.94,5921.25
,,,135.94,4473.68
,,,135.95,2449.43
,,,135.95,337.88
,,,135.95,-1481.14
,,,135.95,-2627.13
,,,135.95,-2781
,,,135.96,-1940.52
,,,135.96,-693.91
,,,135.96,126.47
,,,135.96,249.99
,,,135.96,83.67
,,,135.96,-202.03
,,,135.97,-881.92
,,,135.97,-1573.61
,,,135.97,-1544.01
,,,135.97,-1147.5
,,,135.97,-1084.51
,,,135.98,-1226.26
,,,135.98,-1401.25
,,,135.98,-1779.95
,,,135.98,-2288.08
,,,135.98,-2647.23
,,,135.98,-2716.11
,,,135.99,-2662.84
,,,135.99,-2713.01
,,,135.99,-2741.81
,,,135.99,-2660.54
,,,135.99,-2625.81
,,,136,-2498.38
,,,136,-2063.63
,,,136,-1612.52
,,,136,-1492.34
,,,136,-1544.61
,,,136,-1519
,,,136.01,-1485.62
,,,136.01,-1366.33
,,,136.01,-865.42
,,,136.01,-121.17
,,,136.01,546.58
,,,136.02,992.92
,,,136.02,744.57
,,,136.02,-469.8
,,,136.02,-1833.32
,,,136.02,-2426.78
,,,136.02,-2340.35
,,,136.03,-2122.83
,,,136.03,-1927.32
,,,136.03,-1607.7
,,,136.03,-1238.09
,,,136.03,-969
,,,136.04,-676.74
,,,136.04,-320.94
,,,136.04,-94.01
,,,136.04,-5.01
,,,136.04,155.68
,,,136.04,579.22
,,,136.05,1267.78
,,,136.05,1995.99
,,,136.05,2560.69
,,,136.05,2802.09
,,,136.05,2484.73
,,,136.06,1621.32
,,,136.06,534.56
,,,136.06,-534.58
,,,136.06,-1380.43
,,,136.06,-1761.21
,,,136.07,-1801.15
,,,136.07,-1782.08
,,,136.07,-1457.11
,,,136.07,-517.19
,,,136.07,650.84
,,,136.07,1591.32
,,,136.08,2314.04
,,,136.08,2809.45
,,,136.08,3049.24
,,,136.08,3257.44
,,,136.08,3627.8
,,,136.09,4190.59
,,,136.09,4799.12
,,,136.09,5094.64
,,,136.09,4878.53
,,,136.09,4303.04
,,,136.09,3561.78
,,,136.1,2646.47
,,,136.1,1392.97
,,,136.1,-136.64
,,,136.1,-1427.85
,,,136.1,-2023.42
,,,136.11,-2010.61
,,,136.11,-1748.34
,,,136.11,-1461.3
,,,136.11,-1313.37
,,,136.11,-1500.71
,,,136.11,-1952.58
,,,136.12,-2283.15
,,,136.12,-2255.46
,,,136.12,-1965.35
,,,136.12,-1593.34
,,,136.12,-1258.72
,,,136.13,-1102.78
,,,136.13,-1304.19
,,,136.13,-1843.96
,,,136.13,-2570.05
,,,136.13,-3533.65
,,,136.13,-4634.32
,,,136.14,-5366.67
,,,136.14,-5586.14
,,,136.14,-5675.57
,,,136.14,-5728.08
,,,136.14,-5448.78
,,,136.15,-4703.18
,,,136.15,-3647.58
,,,136.15,-2468.82
,,,136.15,-1273.11
,,,136.15,-422.85
,,,136.15,-539.55
,,,136.16,-1628.96
,,,136.16,-2849.5
,,,136.16,-3628.57
,,,136.16,-4187.67
,,,136.16,-4719.56
,,,136.17,-4955.45
,,,136.17,-4671.88
,,,136.17,-3946.13
,,,136.17,-3014.62
,,,136.17,-2189.47
,,,136.17,-1666.66
,,,136.18,-1565.57
,,,136.18,-2131.67
,,,136.18,-3118.08
,,,136.18,-3368.76
,,,136.18,-2111.36
,,,136.19,2.24
,,,136.19,1870.27
,,,136.19,2920.63
,,,136.19,2904.12
,,,136.19,1934.11
,,,136.19,636.48
,,,136.2,-541.09
,,,136.2,-1611.58
,,,136.2,-2428.45
,,,136.2,-2718.53
,,,136.2,-2630.77
,,,136.21,-2485.86
,,,136.21,-2247.65
,,,136.21,-1671.32
,,,136.21,-765.98
,,,136.21,184.81
,,,136.21,1064.91
,,,136.22,2093.24
,,,136.22,3486.84
,,,136.22,5139.68
,,,136.22,6538.4
,,,136.22,7114.18
,,,136.23,6898.33
,,,136.23,6424.2
,,,136.23,5931.46
,,,136.23,5153.61
,,,136.23,3742.43
,,,136.23,1756.54
,,,136.24,-105.95
,,,136.24,-1125.05
,,,136.24,-1398.42
,,,136.24,-1525.66
,,,136.24,-1737.04
,,,136.25,-1707.69
,,,136.25,-965.14
,,,136.25,542.54
,,,136.25,2206.13
,,,136.25,3189.86
,,,136.25,3074.39
,,,136.26,2109.44
,,,136.26,881.25
,,,136.26,-198.09
,,,136.26,-1007.38
,,,136.26,-1650.85
,,,136.27,-2191.87
,,,136.27,-2224.76
,,,136.27,-1372.45
,,,136.27,-71.25
,,,136.27,917.65
,,,136.27,1260.58
,,,136.28,1178.58
,,,136.28,1233.89
,,,136.28,1627.6
,,,136.28,2136.72
,,,136.28,2855.43
,,,136.29,3883.45
,,,136.29,4785.22
,,,136.29,5138.05
,,,136.29,4954.32
,,,136.29,4488.74
,,,136.29,3772.93
,,,136.3,2648.84
,,,136.3,1617.65
,,,136.3,1400.78
,,,136.3,1767.8
,,,136.3,2234.53
,,,136.31,2617.88
,,,136.31,2542.48
,,,136.31,2080.87
,,,136.31,1911.94
,,,136.31,2187.15
,,,136.31,2517.89
,,,136.32,2638.59
,,,136.32,2553.96
,,,136.32,2384.18
,,,136.32,2008.07
,,,136.32,1382.62
,,,136.33,964.13
,,,136.33,1011.25
,,,136.33,1261.05
,,,136.33,1404.14
,,,136.33,1230.56
,,,136.33,835.17
,,,136.34,663
,,,136.34,999.91
,,,136.34,1707.07
,,,136.34,2317.71
,,,136.34,2456.61
,,,136.35,2213.96
,,,136.35,1759.96
,,,136.35,1120.54
,,,136.35,431.44
,,,136.35,-220.94
,,,136.36,-794.16
,,,136.36,-1032.08
,,,136.36,-773.13
,,,136.36,-227.59
,,,136.36,211
,,,136.36,194.05
,,,136.37,-460.1
,,,136.37,-1659.93
,,,136.37,-2828.3
,,,136.37,-3244.72
,,,136.37,-2912.54
,,,136.38,-2340.86
,,,136.38,-1813.59
,,,136.38,-1537.28
,,,136.38,-1520.06
,,,136.38,-1343.08
,,,136.38,-906.23
,,,136.39,-642.3
,,,136.39,-712.76
,,,136.39,-616.71
,,,136.39,262.07
,,,136.39,1560.58
,,,136.4,2112.45
,,,136.4,1641.97
,,,136.4,787.54
,,,136.4,-274.52
,,,136.4,-1568.88
,,,136.4,-2692.94
,,,136.41,-3288.35
,,,136.41,-3271.32
,,,136.41,-2813.89
,,,136.41,-2240.84
,,,136.41,-1589.34
,,,136.42,-808.38
,,,136.42,-156.05
,,,136.42,124.07
,,,136.42,-164.28
,,,136.42,-1243.41
,,,136.42,-2686.2
,,,136.43,-3484.83
,,,136.43,-3340.95
,,,136.43,-2881.97
,,,136.43,-2458.58
,,,136.43,-1931.95
,,,136.44,-1541.52
,,,136.44,-1780.79
,,,136.44,-2701.34
,,,136.44,-3946.44
,,,136.44,-4937.94
,,,136.44,-5212.67
,,,136.45,-4967.67
,,,136.45,-4636.11
,,,136.45,-4215.04
,,,136.45,-3779.17
,,,136.45,-3839.8
,,,136.46,-4465.43
,,,136.46,-4875.58
,,,136.46,-4500.15
,,,136.46,-3646.48
,,,136.46,-2792.15
,,,136.46,-2216.67
,,,136.47,-2115.35
,,,136.47,-2110.42
,,,136.47,-1612.98
,,,136.47,-990.54
,,,136.47,-973.08
,,,136.48,-1352.59
,,,136.48,-1367.1
,,,136.48,-742.36
,,,136.48,54.72
,,,136.48,370.37
,,,136.48,60
,,,136.49,-478.43
,,,136.49,-668.8
,,,136.49,-187.91
,,,136.49,642.03
,,,136.49,1195.99
,,,136.5,1169.97
,,,136.5,722.63
,,,136.5,502.29
,,,136.5,1198.53
,,,136.5,2794.31
,,,136.5,4714.81
,,,136.51,6245.33
,,,136.51,6613.55
,,,136.51,5470.93
,,,136.51,3366.08
,,,136.51,1436.32
,,,136.52,428.72
,,,136.52,0.78
,,,136.52,-491.41
,,,136.52,-1005.71
,,,136.52,-1368.75
,,,136.52,-1772.38
,,,136.53,-2276.01
,,,136.53,-2649.89
,,,136.53,-2590.23
,,,136.53,-2094.82
,,,136.53,-1800.71
,,,136.54,-2092.8
,,,136.54,-2226.34
,,,136.54,-1506.73
,,,136.54,-404.75
,,,136.54,461.64
,,,136.54,1236.66
,,,136.55,2107.34
,,,136.55,2844.83
,,,136.55,3330.1
,,,136.55,3587.05
,,,136.55,3438.54
,,,136.56,2833.59
,,,136.56,2106.7
,,,136.56,1599.38
,,,136.56,1415.13
,,,136.56,1399.42
,,,136.56,1119.92
,,,136.57,253.04
,,,136.57,-899.32
,,,136.57,-1648.23
,,,136.57,-1658.61
,,,136.57,-1145.72
,,,136.58,-529.26
,,,136.58,-121.52
,,,136.58,130.2
,,,136.58,485.57
,,,136.58,841.52
,,,136.58,898.88
,,,136.59,731.71
,,,136.59,502.77
,,,136.59,105.37
,,,136.59,-461.67
,,,136.59,-887.96
,,,136.6,-1035.75
,,,136.6,-1287.33
,,,136.6,-1950.12
,,,136.6,-2700.84
,,,136.6,-3114.52
,,,136.6,-3076.92
,,,136.61,-2628.83
,,,136.61,-2019.03
,,,136.61,-1399.14
,,,136.61,-593.43
,,,136.61,341.72
,,,136.62,1262.11
,,,136.62,2431.83
,,,136.62,3851.8
,,,136.62,4809.51
,,,136.62,4629.33
,,,136.62,3486.74
,,,136.63,2296.42
,,,136.63,1689.9
,,,136.63,1550.96
,,,136.63,1513.42
,,,136.63,1141.81
,,,136.64,145.66
,,,136.64,-1177.39
,,,136.64,-2279.49
,,,136.64,-2938.58
,,,136.64,-3416.44
,,,136.65,-4080.77
,,,136.65,-4667.73
,,,136.65,-4723.7
,,,136.65,-4609.51
,,,136.65,-4935.82
,,,136.65,-5659.91
,,,136.66,-6162.54
,,,136.66,-5763.04
,,,136.66,-4515.94
,,,136.66,-3093.86
,,,136.66,-1743.06
,,,136.67,-514.28
,,,136.67,101.71
,,,136.67,-135.2
,,,136.67,-765.11
,,,136.67,-1147.56
,,,136.67,-788.16
,,,136.68,493.87
,,,136.68,2285.11
,,,136.68,3835.62
,,,136.68,4733.85
,,,136.68,4906.36
,,,136.69,4266.51
,,,136.69,3077.68
,,,136.69,2048.26
,,,136.69,1516.62
,,,136.69,1277.16
,,,136.69,1141.62
,,,136.7,1026.08
,,,136.7,971.56
,,,136.7,1328.12
,,,136.7,2332.29
,,,136.7,3648.74
,,,136.71,4783.82
,,,136.71,5553.98
,,,136.71,5990.68
,,,136.71,6245.07
,,,136.71,6378.5
,,,136.71,6154.09
,,,136.72,5526.92
,,,136.72,4806.2
,,,136.72,4024.17
,,,136.72,3042.59
,,,136.72,2002.7
,,,136.73,1038.67
,,,136.73,251.93
,,,136.73,20.71
,,,136.73,653.62
,,,136.73,1841.63
,,,136.73,2832.94
,,,136.74,3210.61
,,,136.74,3191.15
,,,136.74,3118.94
,,,136.74,3040.61
,,,136.74,2581.71
,,,136.75,1257.64
,,,136.75,-731.95
,,,136.75,-2517.93
,,,136.75,-3373.34
,,,136.75,-3037.05
,,,136.75,-1823.35
,,,136.76,-533.92
,,,136.76,270.43
,,,136.76,684.3
,,,136.76,1030.09
,,,136.76,1288.15
,,,136.77,1187.59
,,,136.77,781.51
,,,136.77,255.86
,,,136.77,-534.08
,,,136.77,-1479.65
,,,136.77,-1940.9
,,,136.78,-1618.33
,,,136.78,-925.22
,,,136.78,-386.64
,,,136.78,-69.49
,,,136.78,350.45
,,,136.79,1034.72
,,,136.79,1728.58
,,,136.79,2089.6
,,,136.79,2051.75
,,,136.79,1747.1
,,,136.79,1170.42
,,,136.8,292.47
,,,136.8,-623.17
,,,136.8,-1226.72
,,,136.8,-1299.53
,,,136.8,-713.06
,,,136.81,440.91
,,,136.81,1774.13
,,,136.81,2709.5
,,,136.81,2837.84
,,,136.81,2374.04
,,,136.81,1694.82
,,,136.82,634.43
,,,136.82,-817.7
,,,136.82,-1917.68
,,,136.82,-2240.31
,,,136.82,-2294.18
,,,136.83,-2559.91
,,,136.83,-3061.88
,,,136.83,-3721.08
,,,136.83,-4099.81
,,,136.83,-3680.93
,,,136.83,-2909.79
,,,136.84,-2631.58
,,,136.84,-2786.89
,,,136.84,-2798.31
,,,136.84,-2503.81
,,,136.84,-2270.44
,,,136.85,-2537.65
,,,136.85,-3127.89
,,,136.85,-3436.98
,,,136.85,-3285.43
,,,136.85,-2831.32
,,,136.85,-2243.1
,,,136.86,-1855.81
,,,136.86,-1795.88
,,,136.86,-1634.02
,,,136.86,-1059.18
,,,136.86,-454.19
,,,136.87,-350.87
,,,136.87,-619.33
,,,136.87,-616.87
,,,136.87,45.73
,,,136.87,1242.33
,,,136.87,2549.15
,,,136.88,3474.19
,,,136.88,3763.67
,,,136.88,3700.34
,,,136.88,3950.25
,,,136.88,4737.13
,,,136.89,5283.69
,,,136.89,4754.83
,,,136.89,3525.16
,,,136.89,2645.85
,,,136.89,2460.88
,,,136.89,2634.37
,,,136.9,2980.65
,,,136.9,3415.61
,,,136.9,3683.39
,,,136.9,3660.04
,,,136.9,3345.96
,,,136.91,2691.09
,,,136.91,1991.06
,,,136.91,1848.18
,,,136.91,2399.22
,,,136.91,3127.87
,,,136.91,3467.41
,,,136.92,3404.86
,,,136.92,3431.86
,,,136.92,3786.66
,,,136.92,4137.51
,,,136.92,4119.25
,,,136.93,3662.22
,,,136.93,3002.19
,,,136.93,2610.87
,,,136.93,2642.79
,,,136.93,2682.01
,,,136.94,2417.03
,,,136.94,1951.72
,,,136.94,1381.86
,,,136.94,721.84
,,,136.94,108.19
,,,136.94,-248.52
,,,136.95,-137.5
,,,136.95,645.28
,,,136.95,2205.91
,,,136.95,4159.32
,,,136.95,5340.15
,,,136.96,4746.72
,,,136.96,2751.52
,,,136.96,515.04
,,,136.96,-1143.48
,,,136.96,-1720.97
,,,136.96,-1074.94
,,,136.97,272.88
,,,136.97,1685.31
,,,136.97,2937.47
,,,136.97,3959.16
,,,136.97,4549.16
,,,136.98,4396.46
,,,136.98,3450.09
,,,136.98,2382.25
,,,136.98,2137.94
,,,136.98,2854.94
,,,136.98,3825.43
,,,136.99,4535.64
,,,136.99,5213.43
,,,136.99,6287.74
,,,136.99,7564.3
,,,136.99,8266.31
,,,137,7970.08
,,,137,6924.95
,,,137,5444.98
,,,137,3734.47
,,,137,2014.68
,,,137,360.95
,,,137.01,-1067.8
,,,137.01,-1826.33
,,,137.01,-1686.54
,,,137.01,-923.79
,,,137.01,-32.78
,,,137.02,661.59
,,,137.02,1220.21
,,,137.02,1814.42
,,,137.02,2435.89
,,,137.02,2928.05
,,,137.02,2945.25
,,,137.03,2301.5
,,,137.03,1444.16
,,,137.03,982.89
,,,137.03,1074.18
,,,137.03,1430.17
,,,137.04,1622.15
,,,137.04,1612.6
,,,137.04,1697.49
,,,137.04,1863.47
,,,137.04,1898.77
,,,137.04,1683.38
,,,137.05,1169.13
,,,137.05,766.41
,,,137.05,1159.1
,,,137.05,2460.16
,,,137.05,4201.56
,,,137.06,5715.94
,,,137.06,6369.6
,,,137.06,5925.05
,,,137.06,4619.72
,,,137.06,3077.75
,,,137.06,1975.3
,,,137.07,1476.66
,,,137.07,1544.6
,,,137.07,2167.04
,,,137.07,2758.13
,,,137.07,2783.15
,,,137.08,2631.64
,,,137.08,2682.6
,,,137.08,2792.1
,,,137.08,2881.81
,,,137.08,2749.96
,,,137.08,2052.32
,,,137.09,1085.49
,,,137.09,576.08
,,,137.09,548.42
,,,137.09,285.38
,,,137.09,-467.38
,,,137.1,-1159.23
,,,137.1,-1416.17
,,,137.1,-1375.31
,,,137.1,-1118.49
,,,137.1,-569.16
,,,137.1,202.89
,,,137.11,970.55
,,,137.11,1647.61
,,,137.11,2327.28
,,,137.11,2999.24
,,,137.11,3588.8
,,,137.12,3924.97
,,,137.12,3696.09
,,,137.12,3172.6
,,,137.12,3105.92
,,,137.12,3600.86
,,,137.12,4404.5
,,,137.13,5452.75
,,,137.13,6238.33
,,,137.13,6146.55
,,,137.13,5396.4
,,,137.13,4585.29
,,,137.14,3898.91
,,,137.14,3253.43
,,,137.14,2772.71
,,,137.14,2626.87
,,,137.14,2603.95
,,,137.14,2441.62
,,,137.15,2056.83
,,,137.15,1273.02
,,,137.15,256.67
,,,137.15,-277.36
,,,137.15,7.81
,,,137.16,760.3
,,,137.16,1715.38
,,,137.16,2986.27
,,,137.16,4435.4
,,,137.16,5585.09
,,,137.16,6383.78
,,,137.17,6959.87
,,,137.17,6941.85
,,,137.17,6107.33
,,,137.17,4811.85
,,,137.17,3675.5
,,,137.18,3409.03
,,,137.18,4027.98
,,,137.18,4803.08
,,,137.18,5439.68
,,,137.18,5822.02
,,,137.18,5536.08
,,,137.19,4701.43
,,,137.19,3732.39
,,,137.19,2625.82
,,,137.19,1436.02
,,,137.19,480.12
,,,137.2,-9.81
,,,137.2,-101.57
,,,137.2,-133.97
,,,137.2,-182.08
,,,137.2,-27.86
,,,137.2,173.59
,,,137.21,155.38
,,,137.21,148.01
,,,137.21,380.56
,,,137.21,618.69
,,,137.21,647.3
,,,137.22,417.55
,,,137.22,-161.82
,,,137.22,-747.2
,,,137.22,-842.85
,,,137.22,-920.99
,,,137.23,-1564.03
,,,137.23,-2269.93
,,,137.23,-2615.01
,,,137.23,-2755.8
,,,137.23,-2491.05
,,,137.23,-1800.72
,,,137.24,-1432.95
,,,137.24,-1786.1
,,,137.24,-2344.18
,,,137.24,-2511.51
,,,137.24,-2130.16
,,,137.25,-1264.07
,,,137.25,-282.76
,,,137.25,209.1
,,,137.25,295.43
,,,137.25,586.47
,,,137.25,846.24
,,,137.26,341.06
,,,137.26,-749.18
,,,137.26,-1410.04
,,,137.26,-874.07
,,,137.26,584.68
,,,137.27,1993.62
,,,137.27,2757.55
,,,137.27,2743.49
,,,137.27,1934
,,,137.27,701.58
,,,137.27,-353.2
,,,137.28,-971.36
,,,137.28,-1358.56
,,,137.28,-1864.48
,,,137.28,-2415.4
,,,137.28,-2652.69
,,,137.29,-2622.38
,,,137.29,-2520.77
,,,137.29,-2285.42
,,,137.29,-1941.32
,,,137.29,-1619.8
,,,137.29,-1334.09
,,,137.3,-957.28
,,,137.3,-107.36
,,,137.3,1374.38
,,,137.3,2804.82
,,,137.3,3428.58
,,,137.31,3378.99
,,,137.31,3194.58
,,,137.31,3035.64
,,,137.31,2767.31
,,,137.31,2345.29
,,,137.31,1762.83
,,,137.32,796.74
,,,137.32,-610.5
,,,137.32,-1899.99
,,,137.32,-2600.52
,,,137.32,-2912.29
,,,137.33,-3018.04
,,,137.33,-2830.19
,,,137.33,-2470.36
,,,137.33,-2105.02
,,,137.33,-1828.36
,,,137.33,-1878.69
,,,137.34,-2220.94
,,,137.34,-2396.62
,,,137.34,-2135.98
,,,137.34,-1460.79
,,,137.34,-451.04
,,,137.35,668.54
,,,137.35,1636.86
,,,137.35,2298.89
,,,137.35,2577.48
,,,137.35,2747.82
,,,137.35,3278.62
,,,137.36,3948.8
,,,137.36,3989.66
,,,137.36,3190.42
,,,137.36,1961.85
,,,137.36,732.05
,,,137.37,-167.38
,,,137.37,-583.35
,,,137.37,-508.84
,,,137.37,92.79
,,,137.37,954.37
,,,137.37,1470.03
,,,137.38,1306.82
,,,137.38,488.57
,,,137.38,-805.85
,,,137.38,-2188.75
,,,137.38,-3244.18
,,,137.39,-3677.12
,,,137.39,-3448.36
,,,137.39,-3149.49
,,,137.39,-3496.3
,,,137.39,-4364.11
,,,137.39,-5274.29
,,,137.4,-6199.35
,,,137.4,-7038.6
,,,137.4,-7374.8
,,,137.4,-7153.66
,,,137.4,-6668.55
,,,137.41,-6121.7
,,,137.41,-5635.85
,,,137.41,-5188.54
,,,137.41,-4735.82
,,,137.41,-4498.2
,,,137.41,-4478.5
,,,137.42,-4183.83
,,,137.42,-3300.91
,,,137.42,-2030.25
,,,137.42,-860.69
,,,137.42,-233.51
,,,137.43,-104.65
,,,137.43,-106.16
,,,137.43,-44.49
,,,137.43,123.68
,,,137.43,275.02
,,,137.43,48.55
,,,137.44,-786.82
,,,137.44,-2130.87
,,,137.44,-3643.15
,,,137.44,-4888.71
,,,137.44,-5640.75
,,,137.45,-5850.26
,,,137.45,-5412.05
,,,137.45,-4413.84
,,,137.45,-3189.5
,,,137.45,-1870.59
,,,137.45,-533.57
,,,137.46,374.05
,,,137.46,578.5
,,,137.46,498.97
,,,137.46,530.61
,,,137.46,504.94
,,,137.47,86.75
,,,137.47,-975.25
,,,137.47,-2565.99
,,,137.47,-4019.87
,,,137.47,-4958.72
,,,137.47,-5601.55
,,,137.48,-5923.07
,,,137.48,-5749.83
,,,137.48,-5228.2
,,,137.48,-4379.96
,,,137.48,-3174.76
,,,137.49,-1957.32
,,,137.49,-1076.84
,,,137.49,-638.13
,,,137.49,-604.74
,,,137.49,-829.25
,,,137.49,-1195.43
,,,137.5,-1449.25
,,,137.5,-1231.03
,,,137.5,-758.09
,,,137.5,-524.49
,,,137.5,-400.68
,,,137.51,-26.58
,,,137.51,575.16
,,,137.51,1132.96
,,,137.51,1241.39
,,,137.51,697.08
,,,137.52,-61.9
,,,137.52,-215.79
,,,137.52,633.34
,,,137.52,1805.11
,,,137.52,2225.09
,,,137.52,1840.49
,,,137.53,1192.09
,,,137.53,286.22
,,,137.53,-841.93
,,,137.53,-1754.34
,,,137.53,-2261.62
,,,137.54,-2377.8
